evidence_link_id,source_id,target_table,target_id,supported_field,claim_summary,evidence_role,confidence,last_verified
\SEL001992,\SS028,\Sproblem_method_fit,\SPMF00103,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL001993,\SS055,\Sproblem_method_fit,\SPMF00103,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL001994,\SS061,\Sproblem_method_fit,\SPMF00103,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL001995,\SS066,\Sproblem_method_fit,\SPMF00103,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL001996,\SS067,\Sproblem_method_fit,\SPMF00103,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL001997,\SS015,\Sproblem_method_fit,\SPMF00104,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、Riemann trust-region法は制約をintrinsicに維持;座標冗長性を減らす。ただし幾何実装;chart singularity;追加制約。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL001998,\SS028,\Sproblem_method_fit,\SPMF00104,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、Riemann trust-region法は制約をintrinsicに維持;座標冗長性を減らす。ただし幾何実装;chart singularity;追加制約。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL001999,\SS055,\Sproblem_method_fit,\SPMF00104,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、Riemann trust-region法は制約をintrinsicに維持;座標冗長性を減らす。ただし幾何実装;chart singularity;追加制約。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002000,\SS044,\Sproblem_method_fit,\SPMF00104,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、Riemann trust-region法は制約をintrinsicに維持;座標冗長性を減らす。ただし幾何実装;chart singularity;追加制約。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002001,\SS045,\Sproblem_method_fit,\SPMF00104,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、Riemann trust-region法は制約をintrinsicに維持;座標冗長性を減らす。ただし幾何実装;chart singularity;追加制約。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002002,\SS071,\Sproblem_method_fit,\SPMF00104,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、Riemann trust-region法は制約をintrinsicに維持;座標冗長性を減らす。ただし幾何実装;chart singularity;追加制約。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002003,\SS015,\Sproblem_method_fit,\SPMF00105,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、SLSQPは一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002004,\SS028,\Sproblem_method_fit,\SPMF00105,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、SLSQPは一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002005,\SS055,\Sproblem_method_fit,\SPMF00105,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、SLSQPは一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002006,\SS017,\Sproblem_method_fit,\SPMF00105,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、SLSQPは一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002007,\SS029,\Sproblem_method_fit,\SPMF00105,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、SLSQPは一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002008,\SS030,\Sproblem_method_fit,\SPMF00105,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、SLSQPは一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002009,\SS056,\Sproblem_method_fit,\SPMF00105,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、SLSQPは一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002010,\SS064,\Sproblem_method_fit,\SPMF00105,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、SLSQPは一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002011,\SS002,\Sproblem_method_fit,\SPMF00105,\Srow,\S半正定値計画の主要特徴（linear、semidefinite、analytic_gradient、moderate）に対し、SLSQPは一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002012,\SS010,\Sproblem_method_fit,\SPMF00106,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002013,\SS013,\Sproblem_method_fit,\SPMF00106,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002014,\SS014,\Sproblem_method_fit,\SPMF00106,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002015,\SS028,\Sproblem_method_fit,\SPMF00106,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002016,\SS004,\Sproblem_method_fit,\SPMF00106,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002017,\SS012,\Sproblem_method_fit,\SPMF00106,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002018,\SS016,\Sproblem_method_fit,\SPMF00106,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002019,\SS055,\Sproblem_method_fit,\SPMF00106,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002020,\SS062,\Sproblem_method_fit,\SPMF00106,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002021,\SS010,\Sproblem_method_fit,\SPMF00107,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002022,\SS013,\Sproblem_method_fit,\SPMF00107,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002023,\SS014,\Sproblem_method_fit,\SPMF00107,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002024,\SS028,\Sproblem_method_fit,\SPMF00107,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002025,\SS055,\Sproblem_method_fit,\SPMF00107,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002026,\SS061,\Sproblem_method_fit,\SPMF00107,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002027,\SS066,\Sproblem_method_fit,\SPMF00107,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002028,\SS067,\Sproblem_method_fit,\SPMF00107,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002029,\SS010,\Sproblem_method_fit,\SPMF00108,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002030,\SS013,\Sproblem_method_fit,\SPMF00108,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002031,\SS014,\Sproblem_method_fit,\SPMF00108,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002032,\SS028,\Sproblem_method_fit,\SPMF00108,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002033,\SS004,\Sproblem_method_fit,\SPMF00108,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002034,\SS012,\Sproblem_method_fit,\SPMF00108,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002035,\SS016,\Sproblem_method_fit,\SPMF00108,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002036,\SS055,\Sproblem_method_fit,\SPMF00108,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002037,\SS062,\Sproblem_method_fit,\SPMF00108,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002038,\SS010,\Sproblem_method_fit,\SPMF00109,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002039,\SS013,\Sproblem_method_fit,\SPMF00109,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002040,\SS014,\Sproblem_method_fit,\SPMF00109,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002041,\SS028,\Sproblem_method_fit,\SPMF00109,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002042,\SS017,\Sproblem_method_fit,\SPMF00109,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002043,\SS029,\Sproblem_method_fit,\SPMF00109,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002044,\SS030,\Sproblem_method_fit,\SPMF00109,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002045,\SS056,\Sproblem_method_fit,\SPMF00109,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002046,\SS064,\Sproblem_method_fit,\SPMF00109,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002047,\SS010,\Sproblem_method_fit,\SPMF00110,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002048,\SS013,\Sproblem_method_fit,\SPMF00110,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002049,\SS014,\Sproblem_method_fit,\SPMF00110,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002050,\SS028,\Sproblem_method_fit,\SPMF00110,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002051,\SS032,\Sproblem_method_fit,\SPMF00110,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002052,\SS033,\Sproblem_method_fit,\SPMF00110,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002053,\SS040,\Sproblem_method_fit,\SPMF00110,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002054,\SS058,\Sproblem_method_fit,\SPMF00110,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002055,\SS074,\Sproblem_method_fit,\SPMF00110,\Srow,\S一般錐最適化の主要特徴（quadratic、conic、analytic_gradient、cheap）に対し、CMA-ESは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Smedium,\S2026-07-13
\SEL002056,\SS005,\Sproblem_method_fit,\SPMF00111,\Srow,\S混合整数線形計画の主要特徴（linear、mixed、not_differentiable、cheap）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002057,\SS016,\Sproblem_method_fit,\SPMF00111,\Srow,\S混合整数線形計画の主要特徴（linear、mixed、not_differentiable、cheap）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002058,\SS021,\Sproblem_method_fit,\SPMF00111,\Srow,\S混合整数線形計画の主要特徴（linear、mixed、not_differentiable、cheap）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002059,\SS024,\Sproblem_method_fit,\SPMF00111,\Srow,\S混合整数線形計画の主要特徴（linear、mixed、not_differentiable、cheap）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
\SEL002060,\SS025,\Sproblem_method_fit,\SPMF00111,\Srow,\S混合整数線形計画の主要特徴（linear、mixed、not_differentiable、cheap）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,\Ssupporting_or_primary,\Shigh,\S2026-07-13
