method_id,name_ja,name_en,aliases,method_family_id,method_level,summary,problem_classes,required_assumptions,derivative_information,variable_types,constraint_support,convex_fit,nonconvex_applicability,solution_scope,determinism,exactness,theoretical_guarantee,optimality_certificate,scalability,memory_tendency,per_iteration_cost,evaluation_pattern,parallelism,initialization_sensitivity,hyperparameter_sensitivity,scaling_sensitivity,noise_robustness,discontinuity_robustness,constraint_violation_handling,warm_start,online_use,strengths,weaknesses,typical_failures,avoid_conditions,first_choice_conditions,second_choice_conditions,switch_signals,beginner_level,tuning_difficulty,implementation_difficulty,explainability,stopping_criteria,diagnostic_metrics,related_method_ids,parent_method_id,child_method_ids,reference_source_ids,confidence,last_verified
\SM_DYNAMIC_PROGRAMMING,\S動的計画法,\SDynamic programming,\SDP,\SMF_GRAPH_DP,\Svariant,\S状態と段階のBellman再帰で部分問題の解を再利用。,\Ssequential;knapsack;shortest_path,\S最適部分構造、network構造、または対応するgraph表現。,\Snone,\Sgraph;discrete;state_action,\Sstructure_specific,\Snot_applicable_or_integral_polytope,\Sstructure_specific,\Sglobal_certificate,\Sdeterministic,\Sexact_with_tolerance,\S対応構造では多項式時間または擬多項式時間の厳密解。,\Salgorithm_specific,\Svery_high_when_structure_matches,\Sstate_space_dependent,\Sedge/vertex/state transitions。,\Sblack-box評価ではなく構造を走査。,\Smethod_specific,\Slow,\Slow,\Slow_to_medium,\Snot_applicable,\Snative_discrete,\Sstructure_specific,\Sconditional,\Syes_by_dynamic_variant,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\Sstate_explosion;negative_cycle_or_invalid_assumption;structure_mismatch,\S追加制約が専用構造を破壊;状態次元が巨大,\S既知のflow/path/matching/DP構造。,\SMILP化前に専用法を確認。,\S状態数爆発;side constraintsが多数;memory超過。,\Slow_to_medium,\Slow,\Smedium,\Shigh,\Salgorithm_completion;budget_for_approximate_variants,\Sstates;edges;labels;memory;optimality_condition,\S,\SMF_GRAPH_DP,\S,\SS054,\Shigh,\S2026-07-13
\SM_EPSILON_CONSTRAINT,\Sε-constraint法,\SEpsilon-constraint method,\Sε-constraint,\SMF_MULTI_OBJECTIVE,\Svariant,\S一目的を最適化し他目的をbound制約としてsweep。,\Smultiobjective;Pareto,\S目的の方向・scale・意思決定者の選好または十分な評価予算。,\Smethod_dependent,\Scontinuous;integer;mixed_by_backend,\Sbackend_or_evolutionary_handling,\Sscalarization_strong_in_convex_case,\Syes,\Spareto,\Shybrid,\Sapproximation,\Sscalarizationは条件下でPareto解。population法は有限予算で近似集合。,\SPareto_stationarity_or_gap_method_specific,\Slow_to_medium_objective_count,\Smedium_to_high_archive,\S複数解またはscalarized solves。,\S単目的より多くの評価。,\Shigh_for_population_or_weights,\Smedium,\Shigh,\Svery_high,\Smedium,\Smethod_dependent,\Sbackend_or_feasibility_ranking,\Syes,\Sconditional,\Strade-off可視化;複数選択肢,\S目的scale/metric依存;高目的数で可視化・探索困難,\Spoor_coverage;objective_scaling;wrong_preference;archive_explosion,\S実際には単一utilityが明確;評価予算が極小,\S非凸frontも含め系統的にtrade-offを得たい。,\S選好を明示できるならscalarization。,\SPareto coverage不足;解が極端;意思決定不能。,\Smedium,\Shigh,\Smedium,\Smedium,\Sevaluation_budget;hypervolume_stall;coverage;backend_gap,\Shypervolume;spacing;epsilon_indicator;feasible_fraction,\S,\SMF_MULTI_OBJECTIVE,\S,\SS039;S068;S055,\Shigh,\S2026-07-13
\SM_FISTA,\SFISTA,\SFast iterative shrinkage-thresholding algorithm,\Saccelerated proximal gradient,\SMF_COMPOSITE_CONVEX,\Svariant,\SNesterov型加速を加えた近接勾配法。,\Sconvex;composite;nonsmooth;sparse;distributed,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\Sgradient_of_smooth_part;prox_or_subgradient,\Scontinuous;structured,\Ssimple_sets;separable_constraints;consensus,\Sprimary,\Sconditional_without_global_guarantee,\Sconvex_global,\Sdeterministic,\Slocal_numerical,\S凸条件下で目的gap O(1/k²)。,\Sprimal_dual_gap;fixed_point_residual,\Shigh_to_very_high,\Slow_to_medium,\S勾配・prox・射影・分離部分問題。,\S多反復だが各反復は比較的安価。,\Shigh_for_separable_or_distributed,\Slow_convex,\Smedium,\Shigh,\Smedium_by_variant,\Snonsmooth_yes_discontinuous_no,\Sprojection;prox;dual_variables,\Syes,\Syes_by_variant,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\Soscillation;restart_needed;step_size_too_large,\S非凸で証明必須;prox/射影が高価;離散変数,\S凸複合構造と安価なprox/射影がある。,\S汎用NLPが規模・非滑らかさで苦戦。,\S残差の一方だけ停滞;反復回数過大;proxが支配的。,\Smedium,\Smedium,\Smedium,\Shigh,\Sprimal_dual_residual;objective_gap;fixed_point_residual;budget,\Sprimal_residual;dual_residual;step_size;prox_time,\S,\SMF_COMPOSITE_CONVEX,\S,\SS055;S061;S066;S067,\Shigh,\S2026-07-13
\SM_GAUSS_NEWTON,\SGauss–Newton法,\SGauss-Newton,\SGN,\SMF_TRUST_REGION,\Svariant,\S残差JacobianからJᵀJを用いる非線形最小二乗専用法。,\Snonlinear_least_squares,\S局所モデルと微分情報が利用可能。,\Sresidual;jacobian,\Scontinuous,\Sunconstrained;bounds_or_general_by_variant,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S残差が小さくJacobianが適切なら局所的に高速。非凸では局所解。,\Sfirst_order_residual;model_agreement,\Smedium_to_very_high_by_subproblem_solver,\Smedium,\Sモデル構築と信頼領域部分問題。HVP/Krylovで大規模化可能。,\S通常1試行点ごとに目的評価;拒否時は追加。,\Slinear_algebra_parallelism,\Smedium,\Smedium,\Shigh,\Slow_to_medium,\Slow,\Svariant_dependent,\Syes,\Sconditional,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\Strust_radius_collapse;bad_model;ill_conditioning,\S不連続;強いノイズ;微分不能,\S非線形二乗和でJacobianが得られる。,\S線探索が不安定または曲率が重要。,\S半径が縮小し続ける;モデル改善比が悪い;部分問題が支配的。,\Smedium,\Smedium,\Shigh,\Shigh,\Sgradient_norm;trust_radius;model_reduction;budget,\Sactual_predicted_ratio;trust_radius;cg_iterations;rejected_steps,\S,\SMF_TRUST_REGION,\S,\SS002;S003;S056;S041,\Shigh,\S2026-07-13
\SM_GENETIC_ALGORITHM,\S遺伝的algorithm,\SGenetic algorithm,\SGA,\SMF_EVOLUTIONARY,\Svariant,\Sselection・crossover・mutationで符号化個体を進化。,\Sblack_box;nonconvex;multimodal;mixed_by_encoding,\S評価予算と妥当な変数表現・境界・乱数管理。,\Sfunction_values_only,\Smixed_by_encoding,\Sbounds;penalty;repair;feasibility_rules,\Susually_unnecessary,\Sprimary,\Sglobal_candidate,\Sstochastic,\Smetaheuristic,\S通常は有限予算の大域最適性証明なし。,\Snone,\Slow_to_medium,\Smedium_to_high_population,\Spopulation_size × evaluation cost。,\S大量の並列評価に適する。,\Shigh,\Smedium,\Shigh,\Shigh,\Smedium,\Shigh,\Spenalty;repair;feasibility_ranking,\Sconditional,\Srare,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\Spremature_convergence;diversity_loss;constraint_penalty_failure,\S評価が極端に高価で低予算;厳密証明;高次元で構造利用可能,\S評価並列化可能で、不連続・多峰性・微分不能。,\S局所DFOが初期値依存。,\S多様性崩壊;改善停滞;可行個体が生成されない。,\Smedium,\Shigh,\Smedium,\Slow,\Sevaluation_budget;time;stall;diversity,\Sbest_so_far;population_diversity;feasible_fraction;seed_variance,\S,\SMF_EVOLUTIONARY,\S,\SS032;S033;S040;S058;S074,\Shigh,\S2026-07-13
\SM_GRADIENT_DESCENT,\S最急降下法,\SGradient descent,\Ssteepest descent,\SMF_SMOOTH_LOCAL,\Svariant,\S勾配の負方向へstepを進める最も基本的な一階法。,\S連続;滑らか;局所最適化,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\Sgradient;optional_hessian_or_hvp,\Scontinuous,\Sunconstrained;bounds_by_variant,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S仮定下で停留点への収束。凸なら大域解、強凸なら一意解に関する保証を持つ変種がある。,\Sfirst_order_residual;second_order_optional,\Smedium_to_very_high_by_variant,\Slow_to_high_by_curvature_model,\S勾配と線形代数。Hessian利用時は高い。,\S1回以上の目的・勾配評価。線探索で追加評価。,\Slimited_with_linear_algebra_parallelism,\Smedium_nonconvex,\Slow_to_medium,\Shigh,\Slow,\Slow,\Sfamily_dependent,\Syes,\Sconditional,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\Sline_search_failure;bad_gradient;ill_conditioning;saddle_point,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかで信頼できる勾配があり、局所解でよい。,\S数値微分が安価か、自動微分を追加できる。,\S勾配検査不一致;反復停滞;線探索失敗;初期値で解が大きく変わる。,\Smedium,\Smedium,\Smedium,\Shigh,\Sgradient_norm;step_norm;objective_change;budget,\Sgradient_norm;line_search_steps;condition_estimate;function_evaluations,\S,\SMF_SMOOTH_LOCAL,\S,\SS002;S056;S057,\Shigh,\S2026-07-13
\SM_HUNGARIAN,\SHungarian algorithm,\SHungarian algorithm,\SKuhn-Munkres,\SMF_GRAPH_DP,\Svariant,\S二部matching/assignmentを専用構造で解く。,\Sassignment,\S最適部分構造、network構造、または対応するgraph表現。,\Snone,\Sgraph;discrete;state_action,\Sstructure_specific,\Snot_applicable_or_integral_polytope,\Sstructure_specific,\Sglobal_certificate,\Sdeterministic,\Sexact_with_tolerance,\Sassignment problemの大域最適解。,\Salgorithm_specific,\Svery_high_when_structure_matches,\Slow_to_high_state_space,\Sedge/vertex/state transitions。,\Sblack-box評価ではなく構造を走査。,\Smethod_specific,\Slow,\Slow,\Slow_to_medium,\Snot_applicable,\Snative_discrete,\Sstructure_specific,\Sconditional,\Syes_by_dynamic_variant,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\Sstate_explosion;negative_cycle_or_invalid_assumption;structure_mismatch,\S追加制約が専用構造を破壊;状態次元が巨大,\S既知のflow/path/matching/DP構造。,\SMILP化前に専用法を確認。,\S状態数爆発;side constraintsが多数;memory超過。,\Slow_to_medium,\Slow,\Smedium,\Shigh,\Salgorithm_completion;budget_for_approximate_variants,\Sstates;edges;labels;memory;optimality_condition,\S,\SMF_GRAPH_DP,\S,\SS054,\Shigh,\S2026-07-13
\SM_HYPERBAND_ASHA,\SHyperband/ASHA,\SHyperband / ASHA,\Ssuccessive halving,\SMF_SURROGATE_HPO,\Svariant,\S低resourceで多数trialを開始し、性能に基づき早期停止・resource増加。,\Sexpensive_black_box;hyperparameter_optimization;adaptive_experimentation,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\Sfunction_values;optional_gradients,\Scontinuous;integer;categorical;mixed_by_model,\Sbounds;black_box_constraints_by_framework,\Snot_required,\Sprimary,\Sglobal_candidate,\Sstochastic,\Sstatistical,\Skernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,\Snone;posterior_uncertainty_not_certificate,\Slow_to_medium_dimensions;high_cost_evaluations,\Smedium_to_high_with_observations,\Ssurrogate fitting + acquisition optimization。,\S少ない高価評価を逐次またはbatchで選ぶ。,\Sbatch_or_asynchronous,\Smedium,\Shigh,\Shigh,\Smedium_to_high_if_modeled,\Smodel_dependent,\Sconstraint_surrogate;feasibility_probability;penalty,\Syes,\Syes,\S高価な評価の節約;不確実性活用;条件付き空間対応の変種,\S高次元・非定常・model misspecification;acquisition最適化;証明ではない,\Searly_stopping_bias;non_comparable_learning_curves,\S評価が安価で大量可能;極端高次元;再現不能noiseを未model化,\Straining curveとfidelity/resourceがあり多数trial。,\Srandom/evolutionary searchでは予算不足。,\Ssurrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,\Smedium,\Shigh,\Shigh,\Smedium,\Sevaluation_budget;time;expected_improvement;confidence_or_stall,\Sbest_so_far;surrogate_error;calibration;acquisition_value;failed_trials,\S,\SMF_SURROGATE_HPO,\S,\SS034;S035;S036;S037;S038;S059;S069;S075,\Shigh,\S2026-07-13
\SM_ILQR_DDP,\SiLQR/DDP,\SIterative LQR / differential dynamic programming,\SiLQR;DDP,\SMF_OPTIMAL_CONTROL,\Svariant,\Strajectory周りに動力学・costを二次近似しRiccati再帰でupdate。,\Soptimal_control;MPC;trajectory;dynamics,\S動力学model・離散化・境界条件が妥当。導関数または線形化が利用可能。,\Sjacobian;automatic_differentiation;linearization,\Strajectory;control;state,\Sunconstrained_or_simple_constraints_by_variant,\Sstrong_for_linear_quadratic,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S離散化問題のKKT解。連続問題との誤差は離散化とregularityに依存。,\SKKT_residual;dynamics_defect;costate_residual,\Shigh_time_structure,\Smedium_to_high,\Ssimulation/sensitivity + sparse NLP or Riccati recursion。,\Strajectory rolloutとderivative。,\Stime_or_scenario_parallel_by_method,\Shigh_nonconvex,\Shigh,\Svery_high,\Slow_model_based,\Slow,\Sdefects;multiple_shooting;barrier,\Syes_critical_for_MPC,\Syes_by_realtime_variant,\S動力学構造;疎性;MPC warm start,\Smodel/discretization error;initial trajectory;path constraints,\Strajectory_defect;unstable_rollout;bad_linearization;mesh_too_coarse,\S動力学が未同定;不連続eventを無処理;高いmodel mismatch,\S滑らかな動力学・高速local trajectory refinement。,\S汎用NLPにflat化すると疎性が失われる。,\Sdefect停滞;rollout発散;mesh refinementで解が変化。,\Sexpert,\Sexpert,\Sexpert,\Shigh,\SKKT_residual;dynamics_defect;cost_change;realtime_deadline,\Sdefect_norm;constraint_violation;KKT;mesh_error;rollout_stability,\S,\SMF_OPTIMAL_CONTROL,\S,\SS042;S043;S050;S076,\Shigh,\S2026-07-13
\SM_INTERIOR_POINT_NLP,\SNLP内点法,\SInterior-point NLP,\Sbarrier NLP,\SMF_CONSTRAINED_NLP,\Svariant,\Sbarrierとprimal-dual KKT系で大規模疎制約NLPを解く。,\Scontinuous_nlp;constraints,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\Sgradient;jacobian;optional_hessian_or_hvp,\Scontinuous,\Sbounds;linear;nonlinear,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S正則性と二階条件等の下でKKT点への収束。凸問題では大域最適性。,\SKKT_residual;primal_dual_residual,\Shigh_sparse,\Shigh_factorization,\SKKT系またはQP部分問題の解法。,\S目的・勾配・制約・Jacobianを反復評価。,\Ssparse_linear_algebra,\Smedium_to_high_nonconvex,\Smedium,\Svery_high,\Slow,\Slow,\Sfilter;merit;barrier;penalty_by_variant,\Simplementation_dependent,\Sconditional,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\Sinfeasible_start;constraint_qualification_failure;bad_jacobian;poor_scaling,\S離散変数;不連続制約;強いノイズ,\S大規模疎で滑らかな一般制約NLP。,\S微分不要法では評価回数が多すぎる。,\SKKT残差停滞;制約違反が減らない;正則化反復が増大。,\Smedium,\Shigh,\Shigh,\Shigh,\SKKT_residual;primal_feasibility;dual_feasibility;complementarity;budget,\Sconstraint_violation;stationarity;complementarity;factorization_status,\S,\SMF_CONSTRAINED_NLP,\S,\SS017;S029;S030;S056;S064,\Shigh,\S2026-07-13
\SM_LBFGS,\SL-BFGS法,\SLimited-memory BFGS,\SL-BFGS,\SMF_SMOOTH_LOCAL,\Svariant,\S少数の更新vectorだけを保持する大規模向け準Newton法。,\S連続;滑らか;局所最適化,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\Sgradient;optional_hessian_or_hvp,\Scontinuous,\Sunconstrained;bounds_by_variant,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S仮定下で停留点への収束。凸なら大域解、強凸なら一意解に関する保証を持つ変種がある。,\Sfirst_order_residual;second_order_optional,\Svery_high,\Slow_O(mn),\S勾配と線形代数。Hessian利用時は高い。,\S1回以上の目的・勾配評価。線探索で追加評価。,\Slimited_with_linear_algebra_parallelism,\Smedium_nonconvex,\Slow_to_medium,\Shigh,\Slow,\Slow,\Sfamily_dependent,\Syes,\Sconditional,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\Sline_search_failure;bad_gradient;ill_conditioning;saddle_point,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかで信頼できる勾配があり、局所解でよい。,\S数値微分が安価か、自動微分を追加できる。,\S勾配検査不一致;反復停滞;線探索失敗;初期値で解が大きく変わる。,\Slow,\Smedium,\Smedium,\Shigh,\Sgradient_norm;step_norm;objective_change;budget,\Sgradient_norm;line_search_steps;condition_estimate;function_evaluations,\S,\SMF_SMOOTH_LOCAL,\S,\SS002;S056;S057;S065,\Shigh,\S2026-07-13
\SM_LBFGSB,\SL-BFGS-B法,\SL-BFGS-B,\Slimited-memory bound-constrained BFGS,\SMF_SMOOTH_LOCAL,\Svariant,\SL-BFGSを上下限制約へ拡張。,\S連続;滑らか;局所最適化,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\Sgradient;optional_hessian_or_hvp,\Scontinuous,\Sbounds,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S仮定下で停留点への収束。凸なら大域解、強凸なら一意解に関する保証を持つ変種がある。,\Sfirst_order_residual;second_order_optional,\Svery_high,\Slow_O(mn),\S勾配と線形代数。Hessian利用時は高い。,\S1回以上の目的・勾配評価。線探索で追加評価。,\Slimited_with_linear_algebra_parallelism,\Smedium_nonconvex,\Slow_to_medium,\Shigh,\Slow,\Slow,\Sfamily_dependent,\Syes,\Sconditional,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\Sline_search_failure;bad_gradient;ill_conditioning;saddle_point,\S不連続;評価ノイズが勾配を支配;離散変数,\S高次元・滑らか・上下限制約・信頼できる勾配。,\S数値微分が安価か、自動微分を追加できる。,\S勾配検査不一致;反復停滞;線探索失敗;初期値で解が大きく変わる。,\Slow,\Smedium,\Smedium,\Shigh,\Sgradient_norm;step_norm;objective_change;budget,\Sgradient_norm;line_search_steps;condition_estimate;function_evaluations,\S,\SMF_SMOOTH_LOCAL,\S,\SS002;S056;S057;S065,\Shigh,\S2026-07-13
\SM_LEVENBERG_MARQUARDT,\SLevenberg–Marquardt法,\SLevenberg-Marquardt,\SLM,\SMF_TRUST_REGION,\Svariant,\SGauss–Newtonにdampingを加えた非線形最小二乗法。,\Snonlinear_least_squares,\S局所モデルと微分情報が利用可能。,\Sresidual;jacobian,\Scontinuous,\Sunconstrained_or_limited,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S標準仮定下で一階/二階停留点への大域的収束理論を持つ変種がある。,\Sfirst_order_residual;model_agreement,\Smedium_to_very_high_by_subproblem_solver,\Smedium,\Sモデル構築と信頼領域部分問題。HVP/Krylovで大規模化可能。,\S通常1試行点ごとに目的評価;拒否時は追加。,\Slinear_algebra_parallelism,\Smedium,\Smedium,\Shigh,\Slow_to_medium,\Slow,\Svariant_dependent,\Syes,\Sconditional,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\Strust_radius_collapse;bad_model;ill_conditioning,\S不連続;強いノイズ;微分不能,\S中小規模の滑らかな無制約非線形最小二乗。,\S線探索が不安定または曲率が重要。,\S半径が縮小し続ける;モデル改善比が悪い;部分問題が支配的。,\Smedium,\Smedium,\Shigh,\Shigh,\Sgradient_norm;trust_radius;model_reduction;budget,\Sactual_predicted_ratio;trust_radius;cg_iterations;rejected_steps,\S,\SMF_TRUST_REGION,\S,\SS002;S003;S056;S041,\Shigh,\S2026-07-13
\SM_LOCAL_SEARCH_COMBINATORIAL,\S組合せlocal search,\SCombinatorial local search,\Stabu/local search,\SMF_GRAPH_DP,\Svariant,\S近傍moveで可行解を改善するheuristic。,\Sgraph;network;sequential_decision;small_state_space,\S最適部分構造、network構造、または対応するgraph表現。,\Snone,\Sgraph;discrete;state_action,\Sstructure_specific,\Snot_applicable_or_integral_polytope,\Sstructure_specific,\Sfeasible_only,\Sstochastic,\Sheuristic,\S通常は最適性証明なし。,\Salgorithm_specific,\Svery_high_when_structure_matches,\Slow_to_high_state_space,\Sedge/vertex/state transitions。,\Sblack-box評価ではなく構造を走査。,\Smethod_specific,\Slow,\Slow,\Slow_to_medium,\Snot_applicable,\Snative_discrete,\Sstructure_specific,\Sconditional,\Syes_by_dynamic_variant,\S汎用最適化より速く強い保証;解釈しやすい,\S構造が崩れると適用不能;state explosion,\Sstate_explosion;negative_cycle_or_invalid_assumption;structure_mismatch,\S追加制約が専用構造を破壊;状態次元が巨大,\S巨大routing/schedulingで早い良質可行解が重要。,\SMILP化前に専用法を確認。,\S状態数爆発;side constraintsが多数;memory超過。,\Slow_to_medium,\Slow,\Smedium,\Shigh,\Salgorithm_completion;budget_for_approximate_variants,\Sstates;edges;labels;memory;optimality_condition,\S,\SMF_GRAPH_DP,\S,\SS054;S023,\Shigh,\S2026-07-13
\SM_MADS,\Smesh adaptive direct search,\SMesh adaptive direct search,\SMADS,\SMF_DFO_LOCAL,\Svariant,\Smeshとpoll方向を適応させ、black-box constraintsも扱うdirect search。,\Scontinuous;black_box;local,\S評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,\Sfunction_values_only,\Scontinuous;bounds_by_variant,\Sbounds;general_black_box_constraints,\Sviable,\Syes_local_only,\Slocal,\Simplementation_dependent,\Sheuristic,\S局所Lipschitz等の仮定下でClarke stationarity型保証。,\Susually_none;mesh_or_model_stationarity,\Slow_to_medium,\Slow_to_medium,\S複数の関数評価と幾何更新。,\S次元に応じて多数評価。数値微分より頑健な場合がある。,\Slimited_to_moderate,\Shigh,\Smedium,\Shigh,\Slow_to_medium,\Smedium_by_direct_search,\Sfilter;progressive_barrier;penalty;geometry_by_variant,\Syes,\Srare,\S微分不要;分岐・軽い非滑らかさに対応;実装しやすい変種,\S高次元で評価数が急増;局所解;停止判定が弱い,\Ssimplex_degeneracy;mesh_stagnation;poor_scaling;noise_floor,\S高次元かつ高価;厳密大域証明;離散混合を無変換で扱う,\S低中次元、微分不能/評価失敗、black-box制約。,\S数値微分型勾配法が不安定。,\S幾何が退化;評価改善なし;次元に比べ予算不足。,\Smedium,\Smedium,\Smedium,\Smedium,\Smesh_size;trust_region_radius;step_size;objective_change;budget,\Sevaluation_count;simplex_geometry;mesh_size;constraint_violation,\S,\SMF_DFO_LOCAL,\S,\SS002;S018;S031;S060;S063,\Shigh,\S2026-07-13
\SM_MIRROR_DESCENT,\Smirror descent,\SMirror descent,\SMD,\SMF_COMPOSITE_CONVEX,\Svariant,\S問題幾何に適したBregman距離でgradient stepを一般化。,\Sconvex;composite;nonsmooth;sparse;distributed,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\Sgradient_of_smooth_part;prox_or_subgradient,\Scontinuous;structured,\Ssimple_sets;separable_constraints;consensus,\Sprimary,\Sconditional_without_global_guarantee,\Sconvex_global,\Sdeterministic,\Slocal_numerical,\S凸性・Lipschitz性等の下で目的gapや残差の収束率。,\Sprimal_dual_gap;fixed_point_residual,\Shigh_to_very_high,\Slow_to_medium,\S勾配・prox・射影・分離部分問題。,\S多反復だが各反復は比較的安価。,\Shigh_for_separable_or_distributed,\Slow_convex,\Smedium,\Shigh,\Smedium_by_variant,\Snonsmooth_yes_discontinuous_no,\Sprojection;prox;dual_variables,\Syes,\Syes,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\Sstep_size_too_large;admm_residual_imbalance;slow_subgradient,\S非凸で証明必須;prox/射影が高価;離散変数,\Ssimplex、確率分布、online/大規模凸問題。,\S汎用NLPが規模・非滑らかさで苦戦。,\S残差の一方だけ停滞;反復回数過大;proxが支配的。,\Smedium,\Smedium,\Smedium,\Shigh,\Sprimal_dual_residual;objective_gap;fixed_point_residual;budget,\Sprimal_residual;dual_residual;step_size;prox_time,\S,\SMF_COMPOSITE_CONVEX,\S,\SS055;S061;S066;S067,\Shigh,\S2026-07-13
\SM_MOEA_D,\SMOEA/D,\SMulti-objective evolutionary algorithm based on decomposition,\SMOEA/D,\SMF_MULTI_OBJECTIVE,\Svariant,\S多目的問題を近傍scalarized subproblemsへ分解。,\Smultiobjective;Pareto,\S目的の方向・scale・意思決定者の選好または十分な評価予算。,\Smethod_dependent,\Scontinuous;integer;mixed_by_backend,\Sbackend_or_evolutionary_handling,\Sscalarization_strong_in_convex_case,\Syes,\Spareto,\Sstochastic,\Smetaheuristic,\Sscalarizationは条件下でPareto解。population法は有限予算で近似集合。,\SPareto_stationarity_or_gap_method_specific,\Slow_to_medium_objective_count,\Smedium_to_high_archive,\S複数解またはscalarized solves。,\S単目的より多くの評価。,\Shigh_for_population_or_weights,\Smedium,\Shigh,\Svery_high,\Smedium,\Smethod_dependent,\Sbackend_or_feasibility_ranking,\Syes,\Sconditional,\Strade-off可視化;複数選択肢,\S目的scale/metric依存;高目的数で可視化・探索困難,\Spoor_coverage;objective_scaling;wrong_preference;archive_explosion,\S実際には単一utilityが明確;評価予算が極小,\S複数目的のtrade-off自体が成果物。,\S選好を明示できるならscalarization。,\SPareto coverage不足;解が極端;意思決定不能。,\Smedium,\Shigh,\Smedium,\Smedium,\Sevaluation_budget;hypervolume_stall;coverage;backend_gap,\Shypervolume;spacing;epsilon_indicator;feasible_fraction,\S,\SMF_MULTI_OBJECTIVE,\S,\SS039;S068,\Shigh,\S2026-07-13
\SM_MOMENTUM_SGD,\Smomentum SGD,\SSGD with momentum,\Smomentum;Nesterov momentum,\SMF_STOCHASTIC_ML,\Svariant,\Sgradientの移動平均で加速・振動抑制。,\Smachine_learning;stochastic_ERM;neural_network,\Sunbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,\Sstochastic_gradient;automatic_differentiation,\Scontinuous_high_dimensional,\Susually_unconstrained;simple_projection,\Sstrong_theory,\Syes_stationary_training,\Slocal,\Sstochastic,\Slocal_numerical,\S凸/非凸でgradient normやregret等の保証。実装・schedule依存。,\Straining_gradient_or_loss_not_global_certificate,\Svery_high_GPU_distributed,\Slow_SGD_to_high_adaptive_states,\Sone mini-batch forward/backward。,\S非常に多数の安価なstochastic steps。,\Shigh_GPU_data_model_parallel,\Shigh_nonconvex,\Shigh,\Smedium_to_high,\Sdesigned_for_stochastic_noise,\Slow,\Sprojection_or_penalty,\Syes,\Syes,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\Sdivergence;plateau;overfitting;bad_learning_rate;saddle,\S小規模高精度凸問題;厳密gap必須;勾配が不正,\SNNでSGDの汎化特性を保ちつつ加速。,\Sfull-batch L-BFGS等がmemory/計算で重い。,\Svalidation悪化;gradient explosion;loss停滞;seed variance大。,\Smedium,\Shigh,\Slow_with_framework,\Smedium,\Svalidation_metric;gradient_norm_estimate;epoch_budget;early_stopping,\Strain_loss;validation_loss;gradient_norm;learning_rate;seed_variance,\S,\SMF_STOCHASTIC_ML,\S,\SS047;S048;S049;S070,\Shigh,\S2026-07-13
