problem_feature_map_id,problem_id,feature_id,feature_value_id,value_numeric,value_text,truth_status,is_defining,conditions,confidence,source_ids,last_verified
\SPFM00334,\SPA023,\SF_OBJECTIVE_FORM,\SFV0011,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00335,\SPA023,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00336,\SPA023,\SF_SMOOTHNESS,\SFV0028,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00337,\SPA023,\SF_DERIVATIVE_ACCESS,\SFV0038,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00338,\SPA023,\SF_CONSTRAINT_CLASS,\SFV0045,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00339,\SPA023,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00340,\SPA023,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00341,\SPA023,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00342,\SPA023,\SF_SOLUTION_GOAL,\SFV0072,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00343,\SPA023,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00344,\SPA023,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00345,\SPA023,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00346,\SPA023,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00347,\SPA023,\SF_STRUCTURE_LP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00348,\SPA023,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS005;S016;S021;S024,\S2026-07-13
\SPFM00349,\SPA024,\SF_VARIABLE_DOMAIN,\SFV0005,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00350,\SPA024,\SF_OBJECTIVE_FORM,\SFV0012,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00351,\SPA024,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00352,\SPA024,\SF_SMOOTHNESS,\SFV0028,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00353,\SPA024,\SF_DERIVATIVE_ACCESS,\SFV0038,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00354,\SPA024,\SF_CONSTRAINT_CLASS,\SFV0045,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00355,\SPA024,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00356,\SPA024,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00357,\SPA024,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00358,\SPA024,\SF_SOLUTION_GOAL,\SFV0072,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00359,\SPA024,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00360,\SPA024,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00361,\SPA024,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00362,\SPA024,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S024;S028,\S2026-07-13
\SPFM00363,\SPA024,\SF_STRUCTURE_QP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS021;S024;S028,\S2026-07-13
\SPFM00364,\SPA024,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS021;S024;S028,\S2026-07-13
\SPFM00365,\SPA025,\SF_VARIABLE_DOMAIN,\SFV0005,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00366,\SPA025,\SF_OBJECTIVE_FORM,\SFV0015,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00367,\SPA025,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00368,\SPA025,\SF_SMOOTHNESS,\SFV0028,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00369,\SPA025,\SF_DERIVATIVE_ACCESS,\SFV0038,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00370,\SPA025,\SF_CONSTRAINT_CLASS,\SFV0045,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00371,\SPA025,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00372,\SPA025,\SF_EVALUATION_COST,\SFV0060,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00373,\SPA025,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00374,\SPA025,\SF_SOLUTION_GOAL,\SFV0071,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00375,\SPA025,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00376,\SPA025,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00377,\SPA025,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00378,\SPA025,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S029,\S2026-07-13
\SPFM00379,\SPA025,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS021;S029,\S2026-07-13
\SPFM00380,\SPA026,\SF_VARIABLE_DOMAIN,\SFV0005,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00381,\SPA026,\SF_OBJECTIVE_FORM,\N,\S,\Sdiscrete,\Sunknown,\Syes,\S,\Smedium,\SS022;S053,\S2026-07-13
\SPFM00382,\SPA026,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00383,\SPA026,\SF_SMOOTHNESS,\SFV0028,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00384,\SPA026,\SF_DERIVATIVE_ACCESS,\SFV0038,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00385,\SPA026,\SF_CONSTRAINT_CLASS,\SFV0047,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00386,\SPA026,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00387,\SPA026,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00388,\SPA026,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00389,\SPA026,\SF_SOLUTION_GOAL,\SFV0073,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00390,\SPA026,\SF_SCALE_STRUCTURE,\SFV0077,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00391,\SPA026,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00392,\SPA026,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00393,\SPA026,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00394,\SPA027,\SF_VARIABLE_DOMAIN,\SFV0003,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00395,\SPA027,\SF_OBJECTIVE_FORM,\N,\S,\Sdiscrete,\Sunknown,\Syes,\S,\Smedium,\SS022;S053,\S2026-07-13
\SPFM00396,\SPA027,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00397,\SPA027,\SF_SMOOTHNESS,\SFV0028,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00398,\SPA027,\SF_DERIVATIVE_ACCESS,\SFV0038,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00399,\SPA027,\SF_CONSTRAINT_CLASS,\SFV0046,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00400,\SPA027,\SF_DIMENSION_CONTEXT,\SFV0057,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00401,\SPA027,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00402,\SPA027,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00403,\SPA027,\SF_SOLUTION_GOAL,\SFV0073,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00404,\SPA027,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00405,\SPA027,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00406,\SPA027,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00407,\SPA027,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS022;S053,\S2026-07-13
\SPFM00408,\SPA027,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS022;S053,\S2026-07-13
\SPFM00409,\SPA028,\SF_VARIABLE_DOMAIN,\SFV0010,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00410,\SPA028,\SF_OBJECTIVE_FORM,\SFV0011,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00411,\SPA028,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00412,\SPA028,\SF_SMOOTHNESS,\SFV0028,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00413,\SPA028,\SF_DERIVATIVE_ACCESS,\SFV0038,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00414,\SPA028,\SF_CONSTRAINT_CLASS,\SFV0047,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00415,\SPA028,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00416,\SPA028,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00417,\SPA028,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00418,\SPA028,\SF_SOLUTION_GOAL,\SFV0071,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00419,\SPA028,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00420,\SPA028,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00421,\SPA028,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00422,\SPA028,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00423,\SPA028,\SF_STRUCTURE_LP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS054,\S2026-07-13
\SPFM00424,\SPA028,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS054,\S2026-07-13
\SPFM00425,\SPA029,\SF_VARIABLE_DOMAIN,\SFV0010,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00426,\SPA029,\SF_OBJECTIVE_FORM,\SFV0011,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00427,\SPA029,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00428,\SPA029,\SF_SMOOTHNESS,\SFV0028,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00429,\SPA029,\SF_DERIVATIVE_ACCESS,\SFV0038,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00430,\SPA029,\SF_CONSTRAINT_CLASS,\SFV0047,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00431,\SPA029,\SF_DIMENSION_CONTEXT,\SFV0057,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00432,\SPA029,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00433,\SPA029,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00434,\SPA029,\SF_SOLUTION_GOAL,\SFV0071,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00435,\SPA029,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00436,\SPA029,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00437,\SPA029,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00438,\SPA029,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00439,\SPA029,\SF_STRUCTURE_LP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS054,\S2026-07-13
\SPFM00440,\SPA029,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS054,\S2026-07-13
\SPFM00441,\SPA030,\SF_VARIABLE_DOMAIN,\SFV0003,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00442,\SPA030,\SF_OBJECTIVE_FORM,\SFV0011,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00443,\SPA030,\SF_CONVEXITY,\SFV0019,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00444,\SPA030,\SF_SMOOTHNESS,\SFV0028,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00445,\SPA030,\SF_DERIVATIVE_ACCESS,\SFV0038,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00446,\SPA030,\SF_CONSTRAINT_CLASS,\SFV0047,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00447,\SPA030,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00448,\SPA030,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00449,\SPA030,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00450,\SPA030,\SF_SOLUTION_GOAL,\SFV0071,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00451,\SPA030,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00452,\SPA030,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00453,\SPA030,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00454,\SPA030,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS054,\S2026-07-13
\SPFM00455,\SPA030,\SF_STRUCTURE_LP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS054,\S2026-07-13
\SPFM00456,\SPA030,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS054,\S2026-07-13
\SPFM00457,\SPA031,\SF_VARIABLE_DOMAIN,\SFV0010,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00458,\SPA031,\SF_OBJECTIVE_FORM,\N,\S,\Sdiscrete,\Sunknown,\Syes,\S,\Smedium,\SS023;S024,\S2026-07-13
\SPFM00459,\SPA031,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00460,\SPA031,\SF_SMOOTHNESS,\SFV0028,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00461,\SPA031,\SF_DERIVATIVE_ACCESS,\SFV0038,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00462,\SPA031,\SF_CONSTRAINT_CLASS,\SFV0047,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00463,\SPA031,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00464,\SPA031,\SF_EVALUATION_COST,\SFV0060,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00465,\SPA031,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00466,\SPA031,\SF_SOLUTION_GOAL,\SFV0073,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00467,\SPA031,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00468,\SPA031,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00469,\SPA031,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00470,\SPA031,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS023;S024,\S2026-07-13
\SPFM00471,\SPA031,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS023;S024,\S2026-07-13
\SPFM00472,\SPA032,\SF_VARIABLE_DOMAIN,\SFV0003,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00473,\SPA032,\SF_OBJECTIVE_FORM,\SFV0011,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00474,\SPA032,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00475,\SPA032,\SF_SMOOTHNESS,\SFV0028,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00476,\SPA032,\SF_DERIVATIVE_ACCESS,\SFV0038,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00477,\SPA032,\SF_CONSTRAINT_CLASS,\SFV0047,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00478,\SPA032,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00479,\SPA032,\SF_EVALUATION_COST,\SFV0059,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00480,\SPA032,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00481,\SPA032,\SF_SOLUTION_GOAL,\SFV0072,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00482,\SPA032,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00483,\SPA032,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00484,\SPA032,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00485,\SPA032,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS021;S022,\S2026-07-13
\SPFM00486,\SPA032,\SF_STRUCTURE_LP,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS021;S022,\S2026-07-13
\SPFM00487,\SPA032,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS021;S022,\S2026-07-13
\SPFM00488,\SPA033,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00489,\SPA033,\SF_OBJECTIVE_FORM,\SFV0013,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00490,\SPA033,\SF_CONVEXITY,\SFV0022,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00491,\SPA033,\SF_SMOOTHNESS,\SFV0024,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00492,\SPA033,\SF_DERIVATIVE_ACCESS,\SFV0035,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00493,\SPA033,\SF_CONSTRAINT_CLASS,\SFV0042,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00494,\SPA033,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00495,\SPA033,\SF_EVALUATION_COST,\SFV0060,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00496,\SPA033,\SF_NOISE_LEVEL,\SFV0063,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00497,\SPA033,\SF_SOLUTION_GOAL,\SFV0068,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00498,\SPA033,\SF_SCALE_STRUCTURE,\SFV0076,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00499,\SPA033,\SF_EVALUATION_RELIABILITY,\SFV0080,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00500,\SPA033,\SF_REPEATED_SOLVE,\SFV0085,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00501,\SPA033,\SF_PARALLEL_BUDGET,\SFV0089,\S,\S,\Syes,\Syes,\S,\Shigh,\SS003;S041,\S2026-07-13
\SPFM00502,\SPA033,\SF_STRUCTURE_NONLINEAR_LEAST_SQUARES,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS003;S041,\S2026-07-13
\SPFM00503,\SPA033,\SF_STRUCTURE_SPARSE,\N,\S,\S,\Syes,\Sconditional,\SArchetype-level inferred structure; confirm on the concrete instance.,\Smedium,\SS003;S041,\S2026-07-13
