fit_id,problem_or_feature_id,target_type,method_id,fit_level,beginner_priority,applicable_conditions,required_conditions,favorable_conditions,unfavorable_conditions,exclusion_conditions,expected_strengths,expected_weaknesses,evaluation_budget_notes,dimensionality_notes,noise_notes,constraint_notes,initialization_notes,guarantee_notes,tuning_notes,rationale,evidence_source_ids,confidence,last_verified
\SPMF00240,\SPA048,\Sproblem,\SM_SPATIAL_BRANCH_BOUND,\Sgenerally_unsuitable,\Savoid_as_default,\SCP/graph/DPの専用構造が弱い。,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\S問題の主要構造・変数型・保証要求と不整合。,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\S固定閾値ではなく、評価費・疎性・derivative費との積で規模を判断。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,\S相補性問題の主要特徴（general_nonlinear、nonlinear、jacobian、moderate）に対し、空間branch-and-boundはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_ROOT;ALT_SPECIALIZED を確認する。,\SS054;S056;S005;S016;S021;S024;S025;S028,\Smedium,\S2026-07-13
\SPMF00241,\SPA049,\Sproblem,\SM_ADMM,\Sdefault_choice,\Sfirst_try,\S凸で分離・consensus構造、prox部分問題が解きやすい。,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S非凸で証明必須;prox/射影が高価;離散変数,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=high。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,\S確率計画の主要特徴（general_nonlinear、mixed、stochastic_gradient、expensive）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_STAT_INFERENCE を確認する。,\SS054;S061;S055;S066;S067,\Shigh,\S2026-07-13
\SPMF00242,\SPA049,\Sproblem,\SM_SGD,\Sstrongly_recommended,\Ssecond_try,\S巨大sample・online・convex ERMまたはNN baseline。,\Sunbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\S小規模高精度凸問題;厳密gap必須;勾配が不正,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\Sepoch/stepだけでなくsample処理数、forward/backward、validation費を追跡。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\Stuning difficulty=high。停止条件は validation_metric;gradient_norm_estimate;epoch_budget;early_stopping。,\S確率計画の主要特徴（general_nonlinear、mixed、stochastic_gradient、expensive）に対し、確率的勾配降下法は巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_DECOMPOSITION;ALT_STAT_INFERENCE を確認する。,\SS054;S061;S047;S048;S049;S070,\Shigh,\S2026-07-13
\SPMF00243,\SPA049,\Sproblem,\SM_MIRROR_DESCENT,\Srecommended,\Sexpert_guidance_recommended,\S汎用NLPが規模・非滑らかさで苦戦。,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S非凸で証明必須;prox/射影が高価;離散変数,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=medium。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,\S確率計画の主要特徴（general_nonlinear、mixed、stochastic_gradient、expensive）に対し、mirror descentは非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_DECOMPOSITION;ALT_STAT_INFERENCE を確認する。,\SS054;S061;S055;S066;S067,\Smedium,\S2026-07-13
\SPMF00244,\SPA049,\Sproblem,\SM_BRANCH_CUT,\Sviable,\Sexpert_guidance_recommended,\SCP/graph/DPの専用構造が弱い。,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,\S確率計画の主要特徴（general_nonlinear、mixed、stochastic_gradient、expensive）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_DECOMPOSITION;ALT_STAT_INFERENCE を確認する。,\SS054;S061;S005;S016;S021;S024;S025;S028,\Smedium,\S2026-07-13
\SPMF00245,\SPA049,\Sproblem,\SM_INTERIOR_POINT_NLP,\Sconditional,\Sexpert_guidance_recommended,\S微分不要法では評価回数が多すぎる。,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\S離散/graph変数を直接扱わない。連続緩和だけでは整数可行性を保証しない。 noiseが局所model・停止判定を破壊する。,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\Snoise floor以下のgradient/line-search判定は不可信。replication、common random numbers、stochastic/DFOへ切替を検討。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=medium_to_high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\Stuning difficulty=high。停止条件は KKT_residual;primal_feasibility;dual_feasibility;complementarity;budget。,\S確率計画の主要特徴（general_nonlinear、mixed、stochastic_gradient、expensive）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_DECOMPOSITION;ALT_STAT_INFERENCE を確認する。,\SS054;S061;S017;S029;S030;S056;S064,\Smedium,\S2026-07-13
\SPMF00246,\SPA050,\Sproblem,\SM_PRIMAL_DUAL_CONIC,\Sdefault_choice,\Sfirst_try,\S錐構造、dual/gap、高精度が重要。,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\S大域性;gap/dual;疎性;成熟solver,\S形式に入らない非線形・非凸には不適;数値スケール・退化,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\S大域性;gap/dual;疎性;成熟solver,\S形式に入らない非線形・非凸には不適;数値スケール・退化,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=low_to_medium。停止条件は primal_dual_feasibility;duality_gap;time;node_or_iteration_limit。,\Srobust optimizationの主要特徴（general_nonlinear、mixed、analytic_gradient、moderate）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\SS055;S004;S010;S012;S013;S014;S016;S062;S028,\Shigh,\S2026-07-13
\SPMF00247,\SPA050,\Sproblem,\SM_BRANCH_CUT,\Sstrongly_recommended,\Ssecond_try,\S一般MILP/MIQPでgap・証明が必要。,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\Sgap/証明;論理・整数;強力presolve/cut,\S指数的;定式化品質(Big-M/対称性)依存;memory,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,\Srobust optimizationの主要特徴（general_nonlinear、mixed、analytic_gradient、moderate）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\SS055;S005;S016;S021;S024;S025;S028,\Shigh,\S2026-07-13
\SPMF00248,\SPA050,\Sproblem,\SM_INTERIOR_POINT_NLP,\Srecommended,\Sexpert_guidance_recommended,\S微分不要法では評価回数が多すぎる。,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\S離散/graph変数を直接扱わない。連続緩和だけでは整数可行性を保証しない。,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=medium_to_high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=high。停止条件は KKT_residual;primal_feasibility;dual_feasibility;complementarity;budget。,\Srobust optimizationの主要特徴（general_nonlinear、mixed、analytic_gradient、moderate）に対し、NLP内点法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\SS055;S017;S029;S030;S056;S064,\Smedium,\S2026-07-13
\SPMF00249,\SPA050,\Sproblem,\SM_ADMM,\Sviable,\Sexpert_guidance_recommended,\S汎用NLPが規模・非滑らかさで苦戦。,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S非凸で証明必須;prox/射影が高価;離散変数,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=high。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,\Srobust optimizationの主要特徴（general_nonlinear、mixed、analytic_gradient、moderate）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\SS055;S061;S066;S067,\Smedium,\S2026-07-13
\SPMF00250,\SPA050,\Sproblem,\SM_GENETIC_ALGORITHM,\Sconditional,\Sexpert_guidance_recommended,\S局所DFOが初期値依存。,\S評価予算と妥当な変数表現・境界・乱数管理。,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\S評価が極端に高価で低予算;厳密証明;高次元で構造利用可能,\S微分不要;不連続・多峰性;並列性;柔軟な表現,\S大量評価;証明なし;parameter・encoding依存,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S高次元では評価数・population・幾何維持が急増。低有効次元、block、random embedding等を検討。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\Stuning difficulty=high。停止条件は evaluation_budget;time;stall;diversity。,\Srobust optimizationの主要特徴（general_nonlinear、mixed、analytic_gradient、moderate）に対し、遺伝的algorithmは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_RELAXATION;ALT_SPECIALIZED を確認する。,\SS055;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPMF00251,\SPA051,\Sproblem,\SM_ADMM,\Sdefault_choice,\Sfirst_try,\S凸で分離・consensus構造、prox部分問題が解きやすい。,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S非凸で証明必須;prox/射影が高価;離散変数,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=high。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,\S分散・合意最適化の主要特徴（composite、mixed、analytic_gradient、moderate）に対し、交互方向乗数法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_DECOMPOSITION を確認する。,\SS061;S055;S066;S067,\Shigh,\S2026-07-13
\SPMF00252,\SPA051,\Sproblem,\SM_SGD,\Sstrongly_recommended,\Ssecond_try,\S巨大sample・online・convex ERMまたはNN baseline。,\Sunbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\S小規模高精度凸問題;厳密gap必須;勾配が不正,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\Sepoch/stepだけでなくsample処理数、forward/backward、validation費を追跡。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\Stuning difficulty=high。停止条件は validation_metric;gradient_norm_estimate;epoch_budget;early_stopping。,\S分散・合意最適化の主要特徴（composite、mixed、analytic_gradient、moderate）に対し、確率的勾配降下法は巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_DECOMPOSITION を確認する。,\SS061;S047;S048;S049;S070,\Shigh,\S2026-07-13
\SPMF00253,\SPA051,\Sproblem,\SM_MIRROR_DESCENT,\Srecommended,\Sexpert_guidance_recommended,\S汎用NLPが規模・非滑らかさで苦戦。,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S非凸で証明必須;prox/射影が高価;離散変数,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=medium。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,\S分散・合意最適化の主要特徴（composite、mixed、analytic_gradient、moderate）に対し、mirror descentは非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_DECOMPOSITION を確認する。,\SS061;S055;S066;S067,\Smedium,\S2026-07-13
\SPMF00254,\SPA051,\Sproblem,\SM_PROX_GRADIENT,\Sviable,\Sexpert_guidance_recommended,\S汎用NLPが規模・非滑らかさで苦戦。,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S非凸で証明必須;prox/射影が高価;離散変数,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=medium。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,\S分散・合意最適化の主要特徴（composite、mixed、analytic_gradient、moderate）に対し、近接勾配法は非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_DECOMPOSITION を確認する。,\SS061;S055;S066;S067,\Smedium,\S2026-07-13
\SPMF00255,\SPA051,\Sproblem,\SM_BFGS,\Sconditional,\Sexpert_guidance_recommended,\S数値微分が安価か、自動微分を追加できる。,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\Snative制約対応が弱い。変数変換・射影・penaltyの妥当性と最終可行性を別途検証。,\Sinitialization sensitivity=medium_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\Stuning difficulty=medium。停止条件は gradient_norm;step_norm;objective_change;budget。,\S分散・合意最適化の主要特徴（composite、mixed、analytic_gradient、moderate）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_DECOMPOSITION を確認する。,\SS061;S002;S056;S057,\Smedium,\S2026-07-13
\SPMF00256,\SPA052,\Sproblem,\SM_MIRROR_DESCENT,\Sdefault_choice,\Sfirst_try,\Ssimplex、確率分布、online/大規模凸問題。,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S非凸で証明必須;prox/射影が高価;離散変数,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=low_convex。複数startまたはwarm startの必要性をproblem instanceで確認。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\Stuning difficulty=medium。停止条件は primal_dual_residual;objective_gap;fixed_point_residual;budget。,\Sonline optimizationの主要特徴（general_nonlinear、bounds、stochastic_gradient、cheap）に対し、mirror descentは非滑らか正則化;巨大・疎・分散構造;単純反復。ただし多数反復;step size/penalty調整;proxが難しい場合は不向き。 汎用最適化の前に ALT_STAT_INFERENCE を確認する。,\SS054;S055;S061;S066;S067,\Shigh,\S2026-07-13
\SPMF00257,\SPA052,\Sproblem,\SM_SGD,\Sstrongly_recommended,\Ssecond_try,\S巨大sample・online・convex ERMまたはNN baseline。,\Sunbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\S小規模高精度凸問題;厳密gap必須;勾配が不正,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\Sepoch/stepだけでなくsample処理数、forward/backward、validation費を追跡。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\Stuning difficulty=high。停止条件は validation_metric;gradient_norm_estimate;epoch_budget;early_stopping。,\Sonline optimizationの主要特徴（general_nonlinear、bounds、stochastic_gradient、cheap）に対し、確率的勾配降下法は巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_STAT_INFERENCE を確認する。,\SS054;S047;S048;S049;S070,\Shigh,\S2026-07-13
\SPMF00258,\SPA052,\Sproblem,\SM_ADAM,\Srecommended,\Sexpert_guidance_recommended,\Sfull-batch L-BFGS等がmemory/計算で重い。,\Sunbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\S小規模高精度凸問題;厳密gap必須;勾配が不正,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\Sepoch/stepだけでなくsample処理数、forward/backward、validation費を追跡。,\Sdense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,\S決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,\S初期可行性、許容違反、最終primal residual、制約scaleを記録。,\Sinitialization sensitivity=high_nonconvex。複数startまたはwarm startの必要性をproblem instanceで確認。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\Stuning difficulty=high。停止条件は validation_metric;gradient_norm_estimate;epoch_budget;early_stopping。,\Sonline optimizationの主要特徴（general_nonlinear、bounds、stochastic_gradient、cheap）に対し、Adamは巨大次元・data;GPU;online。ただし学習率・batch・regularization依存;真の最適性診断が弱い。 汎用最適化の前に ALT_STAT_INFERENCE を確認する。,\SS054;S047;S048;S049;S070,\Smedium,\S2026-07-13
