problem_id,problem_name_ja,method_id,method_name_ja,method_family_id,fit_level,beginner_priority,variable_type,objective_structure,constraint_structure,convexity,smoothness,derivative_access,dimension_context,evaluation_cost,noise,solution_requirement,required_conditions,exclusion_conditions,guarantee_notes,budget_notes,representative_implementation_ids,evidence_source_ids,confidence,last_verified
PA029,最短路,M_DIJKSTRA_ASTAR,Dijkstra/A*,MF_GRAPH_DP,default_choice,first_try,graph,linear,combinatorial,convex,discrete_valued,not_differentiable,very_high,cheap,deterministic,global_proof,Dijkstraは非負edge、A*の保証にはadmissible/consistent heuristic。,追加制約が専用構造を破壊;状態次元が巨大,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S054,high,2026-07-13
PA029,最短路,M_DYNAMIC_PROGRAMMING,動的計画法,MF_GRAPH_DP,strongly_recommended,second_try,graph,linear,combinatorial,convex,discrete_valued,not_differentiable,very_high,cheap,deterministic,global_proof,最適部分構造、network構造、または対応するgraph表現。,追加制約が専用構造を破壊;状態次元が巨大,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S054,high,2026-07-13
PA029,最短路,M_NETWORK_SIMPLEX,network simplex,MF_GRAPH_DP,recommended,expert_guidance_recommended,graph,linear,combinatorial,convex,discrete_valued,not_differentiable,very_high,cheap,deterministic,global_proof,最適部分構造、network構造、または対応するgraph表現。,追加制約が専用構造を破壊;状態次元が巨大,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S054,medium,2026-07-13
PA029,最短路,M_SIMPLEX,primal simplex法,MF_LP_QP_CONIC,conditional,expert_guidance_recommended,graph,linear,combinatorial,convex,discrete_valued,not_differentiable,very_high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_ORTOOLS_GLOP;I_GUROBI;I_CPLEX,S054;S004;S010;S012;S013;S014;S016;S055;S062,medium,2026-07-13
PA029,最短路,M_GENETIC_ALGORITHM,遺伝的algorithm,MF_EVOLUTIONARY,generally_unsuitable,avoid_as_default,graph,linear,combinatorial,convex,discrete_valued,not_differentiable,very_high,cheap,deterministic,global_proof,評価予算と妥当な変数表現・境界・乱数管理。,問題の主要構造・変数型・保証要求と不整合。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYMOO;I_DEAP,S054;S032;S033;S040;S058;S074,medium,2026-07-13
PA030,割当・matching,M_HUNGARIAN,Hungarian algorithm,MF_GRAPH_DP,default_choice,first_try,binary,linear,combinatorial,convex,discrete_valued,not_differentiable,high,cheap,deterministic,global_proof,最適部分構造、network構造、または対応するgraph表現。,追加制約が専用構造を破壊;状態次元が巨大,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S054,high,2026-07-13
PA030,割当・matching,M_NETWORK_SIMPLEX,network simplex,MF_GRAPH_DP,strongly_recommended,second_try,binary,linear,combinatorial,convex,discrete_valued,not_differentiable,high,cheap,deterministic,global_proof,最適部分構造、network構造、または対応するgraph表現。,追加制約が専用構造を破壊;状態次元が巨大,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S054,high,2026-07-13
PA030,割当・matching,M_SIMPLEX,primal simplex法,MF_LP_QP_CONIC,recommended,expert_guidance_recommended,binary,linear,combinatorial,convex,discrete_valued,not_differentiable,high,cheap,deterministic,global_proof,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,black-box;一般非凸を凸として誤分類;係数が不正確,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_ORTOOLS_GLOP;I_GUROBI;I_CPLEX,S054;S004;S010;S012;S013;S014;S016;S055;S062,medium,2026-07-13
PA030,割当・matching,M_BRANCH_CUT,branch-and-cut,MF_DISCRETE_EXACT,conditional,expert_guidance_recommended,binary,linear,combinatorial,convex,discrete_valued,not_differentiable,high,cheap,deterministic,global_proof,有限離散領域、妥当な定式化、solverが扱える連続緩和。,noiseを含むblack-box;曖昧なlogic;巨大Big-M,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,I_SCIPY_MILP_HIGHS;I_HIGHS_NATIVE;I_CVXPY;I_PYOMO;I_SCIP,S054;S005;S016;S021;S024;S025;S028,medium,2026-07-13
PA030,割当・matching,M_GENETIC_ALGORITHM,遺伝的algorithm,MF_EVOLUTIONARY,generally_unsuitable,avoid_as_default,binary,linear,combinatorial,convex,discrete_valued,not_differentiable,high,cheap,deterministic,global_proof,評価予算と妥当な変数表現・境界・乱数管理。,問題の主要構造・変数型・保証要求と不整合。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYMOO;I_DEAP,S054;S032;S033;S040;S058;S074,medium,2026-07-13
PA031,配送routing,M_LOCAL_SEARCH_COMBINATORIAL,組合せlocal search,MF_GRAPH_DP,default_choice,first_try,graph,discrete,combinatorial,nonconvex,discrete_valued,not_differentiable,high,moderate,deterministic,feasible_only,最適部分構造、network構造、または対応するgraph表現。,追加制約が専用構造を破壊;状態次元が巨大,保証の種類と実装statusを個別確認。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_ORTOOLS_ROUTING,S023;S024;S054,high,2026-07-13
PA031,配送routing,M_CP_SAT,CP-SAT,MF_CONSTRAINT_PROGRAMMING,strongly_recommended,second_try,graph,discrete,combinatorial,nonconvex,discrete_valued,not_differentiable,high,moderate,deterministic,feasible_only,有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,本質的に連続滑らか;実数精度を整数scaleで表せない,保証の種類と実装statusを個別確認。,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,I_ORTOOLS_CPSAT;I_MINIZINC,S023;S024;S022;S053;S079,high,2026-07-13
PA031,配送routing,M_BRANCH_CUT,branch-and-cut,MF_DISCRETE_EXACT,recommended,expert_guidance_recommended,graph,discrete,combinatorial,nonconvex,discrete_valued,not_differentiable,high,moderate,deterministic,feasible_only,有限離散領域、妥当な定式化、solverが扱える連続緩和。,noiseを含むblack-box;曖昧なlogic;巨大Big-M,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,I_SCIPY_MILP_HIGHS;I_HIGHS_NATIVE;I_CVXPY;I_PYOMO;I_SCIP,S023;S024;S005;S016;S021;S025;S028,medium,2026-07-13
PA031,配送routing,M_DYNAMIC_PROGRAMMING,動的計画法,MF_GRAPH_DP,conditional,expert_guidance_recommended,graph,discrete,combinatorial,nonconvex,discrete_valued,not_differentiable,high,moderate,deterministic,feasible_only,最適部分構造、network構造、または対応するgraph表現。,追加制約が専用構造を破壊;状態次元が巨大,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S023;S024;S054,medium,2026-07-13
PA031,配送routing,M_GENETIC_ALGORITHM,遺伝的algorithm,MF_EVOLUTIONARY,generally_unsuitable,avoid_as_default,graph,discrete,combinatorial,nonconvex,discrete_valued,not_differentiable,high,moderate,deterministic,feasible_only,評価予算と妥当な変数表現・境界・乱数管理。,問題の主要構造・変数型・保証要求と不整合。,大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYMOO;I_DEAP,S023;S024;S032;S033;S040;S058;S074,medium,2026-07-13
PA032,knapsack・set cover,M_BRANCH_CUT,branch-and-cut,MF_DISCRETE_EXACT,default_choice,first_try,binary,linear,combinatorial,nonconvex,discrete_valued,not_differentiable,high,cheap,deterministic,optimality_gap,有限離散領域、妥当な定式化、solverが扱える連続緩和。,noiseを含むblack-box;曖昧なlogic;巨大Big-M,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,I_SCIPY_MILP_HIGHS;I_HIGHS_NATIVE;I_CVXPY;I_PYOMO;I_SCIP,S021;S022;S005;S016;S024;S025;S028,high,2026-07-13
PA032,knapsack・set cover,M_DYNAMIC_PROGRAMMING,動的計画法,MF_GRAPH_DP,strongly_recommended,second_try,binary,linear,combinatorial,nonconvex,discrete_valued,not_differentiable,high,cheap,deterministic,optimality_gap,最適部分構造、network構造、または対応するgraph表現。,追加制約が専用構造を破壊;状態次元が巨大,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S021;S022;S054,high,2026-07-13
PA032,knapsack・set cover,M_CP_SAT,CP-SAT,MF_CONSTRAINT_PROGRAMMING,recommended,expert_guidance_recommended,binary,linear,combinatorial,nonconvex,discrete_valued,not_differentiable,high,cheap,deterministic,optimality_gap,有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,本質的に連続滑らか;実数精度を整数scaleで表せない,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,I_ORTOOLS_CPSAT;I_MINIZINC,S021;S022;S053;S079,medium,2026-07-13
PA032,knapsack・set cover,M_LOCAL_SEARCH_COMBINATORIAL,組合せlocal search,MF_GRAPH_DP,conditional,expert_guidance_recommended,binary,linear,combinatorial,nonconvex,discrete_valued,not_differentiable,high,cheap,deterministic,optimality_gap,最適部分構造、network構造、または対応するgraph表現。,追加制約が専用構造を破壊;状態次元が巨大,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_ORTOOLS_ROUTING,S021;S022;S054;S023,medium,2026-07-13
PA032,knapsack・set cover,M_GENETIC_ALGORITHM,遺伝的algorithm,MF_EVOLUTIONARY,generally_unsuitable,avoid_as_default,binary,linear,combinatorial,nonconvex,discrete_valued,not_differentiable,high,cheap,deterministic,optimality_gap,評価予算と妥当な変数表現・境界・乱数管理。,問題の主要構造・変数型・保証要求と不整合。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYMOO;I_DEAP,S021;S022;S032;S033;S040;S058;S074,medium,2026-07-13
PA033,非線形最小二乗,M_LEVENBERG_MARQUARDT,Levenberg–Marquardt法,MF_TRUST_REGION,default_choice,first_try,continuous,sum_of_squares,bounds,nonconvex,smooth,jacobian,medium,moderate,deterministic,local_stationary,局所モデルと微分情報が利用可能。,不連続;強いノイズ;微分不能,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LEAST_SQUARES_LM;I_CERES,S003;S041;S002;S056,high,2026-07-13
PA033,非線形最小二乗,M_GAUSS_NEWTON,Gauss–Newton法,MF_TRUST_REGION,strongly_recommended,second_try,continuous,sum_of_squares,bounds,nonconvex,smooth,jacobian,medium,moderate,deterministic,local_stationary,局所モデルと微分情報が利用可能。,不連続;強いノイズ;微分不能,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LEAST_SQUARES_TRF;I_CERES;I_JAXOPT,S003;S041;S002;S056,high,2026-07-13
PA033,非線形最小二乗,M_TRUST_KRYLOV,trust-krylov,MF_TRUST_REGION,recommended,expert_guidance_recommended,continuous,sum_of_squares,bounds,nonconvex,smooth,jacobian,medium,moderate,deterministic,local_stationary,局所モデルと微分情報が利用可能。,不連続;強いノイズ;微分不能,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_TRUST_CONSTR;I_SCIPY_LEAST_SQUARES_TRF;I_CERES,S003;S041;S002;S056,medium,2026-07-13
PA033,非線形最小二乗,M_BFGS,BFGS法,MF_SMOOTH_LOCAL,conditional,expert_guidance_recommended,continuous,sum_of_squares,bounds,nonconvex,smooth,jacobian,medium,moderate,deterministic,local_stationary,目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,不連続;評価ノイズが勾配を支配;離散変数,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_BFGS;I_OPTIMJL,S003;S041;S002;S056;S057,medium,2026-07-13
PA033,非線形最小二乗,M_NELDER_MEAD,Nelder–Mead単体法,MF_DFO_LOCAL,generally_unsuitable,avoid_as_default,continuous,sum_of_squares,bounds,nonconvex,smooth,jacobian,medium,moderate,deterministic,local_stationary,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,問題の主要構造・変数型・保証要求と不整合。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_NELDER_MEAD;I_NLOPT;I_OPTIMJL,S003;S041;S002;S018;S031;S060;S063,medium,2026-07-13
PA034,外れ値を含むrobust regression,M_GAUSS_NEWTON,Gauss–Newton法,MF_TRUST_REGION,default_choice,first_try,continuous,sum_of_squares,bounds,convex,piecewise_smooth,jacobian,medium,moderate,small_noise,convex_global,局所モデルと微分情報が利用可能。,不連続;強いノイズ;微分不能,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LEAST_SQUARES_TRF;I_CERES;I_JAXOPT,S003;S041;S002;S056,high,2026-07-13
PA034,外れ値を含むrobust regression,M_LEVENBERG_MARQUARDT,Levenberg–Marquardt法,MF_TRUST_REGION,strongly_recommended,second_try,continuous,sum_of_squares,bounds,convex,piecewise_smooth,jacobian,medium,moderate,small_noise,convex_global,局所モデルと微分情報が利用可能。,不連続;強いノイズ;微分不能,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LEAST_SQUARES_LM;I_CERES,S003;S041;S002;S056,high,2026-07-13
PA034,外れ値を含むrobust regression,M_BUNDLE,bundle法,MF_COMPOSITE_CONVEX,recommended,expert_guidance_recommended,continuous,sum_of_squares,bounds,convex,piecewise_smooth,jacobian,medium,moderate,small_noise,convex_global,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非凸で証明必須;prox/射影が高価;離散変数,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S003;S041;S055;S061;S066;S067;S056,medium,2026-07-13
PA034,外れ値を含むrobust regression,M_PROX_GRADIENT,近接勾配法,MF_COMPOSITE_CONVEX,conditional,expert_guidance_recommended,continuous,sum_of_squares,bounds,convex,piecewise_smooth,jacobian,medium,moderate,small_noise,convex_global,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非凸で証明必須;prox/射影が高価;離散変数,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_JAXOPT,S003;S041;S055;S061;S066;S067,medium,2026-07-13
PA034,外れ値を含むrobust regression,M_CMA_ES,CMA-ES,MF_EVOLUTIONARY,generally_unsuitable,avoid_as_default,continuous,sum_of_squares,bounds,convex,piecewise_smooth,jacobian,medium,moderate,small_noise,convex_global,評価予算と妥当な変数表現・境界・乱数管理。,問題の主要構造・変数型・保証要求と不整合。,大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYCMA;I_NEVERGRAD,S003;S041;S032;S033;S040;S058;S074,medium,2026-07-13
PA035,L1・sparse regularization,M_PROX_GRADIENT,近接勾配法,MF_COMPOSITE_CONVEX,default_choice,first_try,continuous,composite,unconstrained,convex,nonsmooth,subgradient,very_high,cheap,deterministic,convex_global,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非凸で証明必須;prox/射影が高価;離散変数,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_JAXOPT,S055;S066;S067;S061,high,2026-07-13
PA035,L1・sparse regularization,M_FISTA,FISTA,MF_COMPOSITE_CONVEX,strongly_recommended,second_try,continuous,composite,unconstrained,convex,nonsmooth,subgradient,very_high,cheap,deterministic,convex_global,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非凸で証明必須;prox/射影が高価;離散変数,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S055;S066;S067;S061,high,2026-07-13
PA035,L1・sparse regularization,M_COORDINATE_DESCENT,座標降下法,MF_COMPOSITE_CONVEX,recommended,expert_guidance_recommended,continuous,composite,unconstrained,convex,nonsmooth,subgradient,very_high,cheap,deterministic,convex_global,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非凸で証明必須;prox/射影が高価;離散変数,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S055;S066;S067;S061;S056,medium,2026-07-13
PA035,L1・sparse regularization,M_ADMM,交互方向乗数法,MF_COMPOSITE_CONVEX,conditional,expert_guidance_recommended,continuous,composite,unconstrained,convex,nonsmooth,subgradient,very_high,cheap,deterministic,convex_global,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非凸で証明必須;prox/射影が高価;離散変数,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCS,S055;S066;S067;S061,medium,2026-07-13
PA035,L1・sparse regularization,M_SUBGRADIENT,劣勾配法,MF_COMPOSITE_CONVEX,generally_unsuitable,avoid_as_default,continuous,composite,unconstrained,convex,nonsmooth,subgradient,very_high,cheap,deterministic,convex_global,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,問題の主要構造・変数型・保証要求と不整合。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S055;S066;S067;S061,medium,2026-07-13
PA036,単体上の最適化,M_MIRROR_DESCENT,mirror descent,MF_COMPOSITE_CONVEX,default_choice,first_try,continuous,general_nonlinear,manifold,convex,smooth,analytic_gradient,high,cheap,deterministic,local_stationary,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非凸で証明必須;prox/射影が高価;離散変数,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S055;S066;S061;S067,high,2026-07-13
PA036,単体上の最適化,M_PROJECTED_GRADIENT,射影勾配法,MF_CONSTRAINED_NLP,strongly_recommended,second_try,continuous,general_nonlinear,manifold,convex,smooth,analytic_gradient,high,cheap,deterministic,local_stationary,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PETSC_TAO;I_JAXOPT,S055;S066;S017;S029;S030;S056;S064,high,2026-07-13
PA036,単体上の最適化,M_SLSQP,SLSQP,MF_CONSTRAINED_NLP,recommended,expert_guidance_recommended,continuous,general_nonlinear,manifold,convex,smooth,analytic_gradient,high,cheap,deterministic,local_stationary,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_SLSQP,S055;S066;S017;S029;S030;S056;S064;S002,medium,2026-07-13
PA036,単体上の最適化,M_INTERIOR_POINT_NLP,NLP内点法,MF_CONSTRAINED_NLP,conditional,expert_guidance_recommended,continuous,general_nonlinear,manifold,convex,smooth,analytic_gradient,high,cheap,deterministic,local_stationary,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_TRUST_CONSTR;I_IPOPT;I_PYOMO;I_KNITRO;I_CASADI,S055;S066;S017;S029;S030;S056;S064,medium,2026-07-13
PA036,単体上の最適化,M_LBFGS,L-BFGS法,MF_SMOOTH_LOCAL,generally_unsuitable,avoid_as_default,continuous,general_nonlinear,manifold,convex,smooth,analytic_gradient,high,cheap,deterministic,local_stationary,目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,問題の主要構造・変数型・保証要求と不整合。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_NLOPT;I_PETSC_TAO;I_JAXOPT;I_PYTORCH_OPTIM;I_OPTIMJL,S055;S066;S002;S056;S057;S065,medium,2026-07-13
PA037,SO(3)/SE(3)上の最適化,M_RIEMANNIAN_TRUST_REGION,Riemann trust-region法,MF_MANIFOLD,default_choice,expert_guidance_recommended,manifold,sum_of_squares,manifold,nonconvex,smooth,automatic_differentiation,medium,moderate,deterministic,local_stationary,変数の多様体構造、接空間射影、retraction、Riemann metricが定義可能。,多様体構造が不要;不連続;離散変数,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYMANOPT;I_MANOPT_MATLAB,S041;S044;S071;S045,high,2026-07-13
PA037,SO(3)/SE(3)上の最適化,M_RIEMANNIAN_GRADIENT,Riemann勾配法,MF_MANIFOLD,strongly_recommended,expert_guidance_recommended,manifold,sum_of_squares,manifold,nonconvex,smooth,automatic_differentiation,medium,moderate,deterministic,local_stationary,変数の多様体構造、接空間射影、retraction、Riemann metricが定義可能。,多様体構造が不要;不連続;離散変数,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYMANOPT;I_MANOPT_MATLAB,S041;S044;S071;S045,high,2026-07-13
PA037,SO(3)/SE(3)上の最適化,M_LEVENBERG_MARQUARDT,Levenberg–Marquardt法,MF_TRUST_REGION,recommended,expert_only,manifold,sum_of_squares,manifold,nonconvex,smooth,automatic_differentiation,medium,moderate,deterministic,local_stationary,局所モデルと微分情報が利用可能。,不連続;強いノイズ;微分不能,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LEAST_SQUARES_LM;I_CERES,S041;S044;S071;S002;S003;S056,medium,2026-07-13
PA037,SO(3)/SE(3)上の最適化,M_BFGS,BFGS法,MF_SMOOTH_LOCAL,conditional,expert_only,manifold,sum_of_squares,manifold,nonconvex,smooth,automatic_differentiation,medium,moderate,deterministic,local_stationary,目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,不連続;評価ノイズが勾配を支配;離散変数,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_BFGS;I_OPTIMJL,S041;S044;S071;S002;S056;S057,medium,2026-07-13
PA037,SO(3)/SE(3)上の最適化,M_SLSQP,SLSQP,MF_CONSTRAINED_NLP,generally_unsuitable,avoid_as_default,manifold,sum_of_squares,manifold,nonconvex,smooth,automatic_differentiation,medium,moderate,deterministic,local_stationary,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,問題の主要構造・変数型・保証要求と不整合。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_SLSQP,S041;S044;S071;S017;S029;S030;S056;S064;S002,medium,2026-07-13
PA038,多目的連続最適化,M_NSGA_II,NSGA-II,MF_MULTI_OBJECTIVE,default_choice,first_try,continuous,multiobjective,bounds,nonconvex,unknown,none_available,medium,moderate,deterministic,pareto_set,目的の方向・scale・意思決定者の選好または十分な評価予算。,実際には単一utilityが明確;評価予算が極小,保証の種類と実装statusを個別確認。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYMOO;I_DEAP,S039;S068,high,2026-07-13
PA038,多目的連続最適化,M_NSGA_III,NSGA-III,MF_MULTI_OBJECTIVE,strongly_recommended,second_try,continuous,multiobjective,bounds,nonconvex,unknown,none_available,medium,moderate,deterministic,pareto_set,目的の方向・scale・意思決定者の選好または十分な評価予算。,実際には単一utilityが明確;評価予算が極小,保証の種類と実装statusを個別確認。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYMOO,S039;S068,high,2026-07-13
PA038,多目的連続最適化,M_MOEA_D,MOEA/D,MF_MULTI_OBJECTIVE,recommended,expert_guidance_recommended,continuous,multiobjective,bounds,nonconvex,unknown,none_available,medium,moderate,deterministic,pareto_set,目的の方向・scale・意思決定者の選好または十分な評価予算。,実際には単一utilityが明確;評価予算が極小,保証の種類と実装statusを個別確認。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PYMOO,S039;S068,medium,2026-07-13
PA038,多目的連続最適化,M_WEIGHTED_SUM,重み付き和scalarization,MF_MULTI_OBJECTIVE,viable,expert_guidance_recommended,continuous,multiobjective,bounds,nonconvex,unknown,none_available,medium,moderate,deterministic,pareto_set,目的の方向・scale・意思決定者の選好または十分な評価予算。,実際には単一utilityが明確;評価予算が極小,保証の種類と実装statusを個別確認。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S039;S068;S055,medium,2026-07-13
PA038,多目的連続最適化,M_EPSILON_CONSTRAINT,ε-constraint法,MF_MULTI_OBJECTIVE,conditional,expert_guidance_recommended,continuous,multiobjective,bounds,nonconvex,unknown,none_available,medium,moderate,deterministic,pareto_set,目的の方向・scale・意思決定者の選好または十分な評価予算。,実際には単一utilityが明確;評価予算が極小,保証の種類と実装statusを個別確認。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S039;S068;S055,medium,2026-07-13
