fit_id,problem_or_feature_id,target_type,method_id,fit_level,beginner_priority,applicable_conditions,required_conditions,favorable_conditions,unfavorable_conditions,exclusion_conditions,expected_strengths,expected_weaknesses,evaluation_budget_notes,dimensionality_notes,noise_notes,constraint_notes,initialization_notes,guarantee_notes,tuning_notes,rationale,evidence_source_ids,confidence,last_verified
PMF00138,PA028,problem,M_DYNAMIC_PROGRAMMING,recommended,expert_guidance_recommended,MILP化前に専用法を確認。,最適部分構造、network構造、または対応するgraph表現。,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,追加制約が専用構造を破壊;状態次元が巨大,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,network flowの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、動的計画法は汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_GRAPH を確認する。,S054,medium,2026-07-13
PMF00139,PA028,problem,M_BRANCH_CUT,conditional,expert_guidance_recommended,CP/graph/DPの専用構造が弱い。,有限離散領域、妥当な定式化、solverが扱える連続緩和。,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,noiseを含むblack-box;曖昧なlogic;巨大Big-M,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,network flowの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_GRAPH を確認する。,S054;S005;S016;S021;S024;S025;S028,medium,2026-07-13
PMF00140,PA028,problem,M_GENETIC_ALGORITHM,generally_unsuitable,avoid_as_default,局所DFOが初期値依存。,評価予算と妥当な変数表現・境界・乱数管理。,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,問題の主要構造・変数型・保証要求と不整合。,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,高次元では評価数・population・幾何維持が急増。低有効次元、block、random embedding等を検討。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,tuning difficulty=high。停止条件は evaluation_budget;time;stall;diversity。,network flowの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、遺伝的algorithmは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_GRAPH を確認する。,S054;S032;S033;S040;S058;S074,medium,2026-07-13
PMF00141,PA029,problem,M_DIJKSTRA_ASTAR,default_choice,first_try,既知のflow/path/matching/DP構造。,Dijkstraは非負edge、A*の保証にはadmissible/consistent heuristic。,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,追加制約が専用構造を破壊;状態次元が巨大,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,最短路の主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、Dijkstra/A*は汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING を確認する。,S054,high,2026-07-13
PMF00142,PA029,problem,M_DYNAMIC_PROGRAMMING,strongly_recommended,second_try,既知のflow/path/matching/DP構造。,最適部分構造、network構造、または対応するgraph表現。,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,追加制約が専用構造を破壊;状態次元が巨大,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,最短路の主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、動的計画法は汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING を確認する。,S054,high,2026-07-13
PMF00143,PA029,problem,M_NETWORK_SIMPLEX,recommended,expert_guidance_recommended,MILP化前に専用法を確認。,最適部分構造、network構造、または対応するgraph表現。,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,追加制約が専用構造を破壊;状態次元が巨大,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,最短路の主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、network simplexは汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING を確認する。,S054,medium,2026-07-13
PMF00144,PA029,problem,M_SIMPLEX,conditional,expert_guidance_recommended,一般NLPへ落とす前に構造変換可能。,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,black-box;一般非凸を凸として誤分類;係数が不正確,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low_to_medium。停止条件は primal_dual_feasibility;duality_gap;time;node_or_iteration_limit。,最短路の主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、primal simplex法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING を確認する。,S054;S004;S010;S012;S013;S014;S016;S055;S062,medium,2026-07-13
PMF00145,PA029,problem,M_GENETIC_ALGORITHM,generally_unsuitable,avoid_as_default,局所DFOが初期値依存。,評価予算と妥当な変数表現・境界・乱数管理。,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,問題の主要構造・変数型・保証要求と不整合。,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,高次元では評価数・population・幾何維持が急増。低有効次元、block、random embedding等を検討。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,tuning difficulty=high。停止条件は evaluation_budget;time;stall;diversity。,最短路の主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、遺伝的algorithmは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING を確認する。,S054;S032;S033;S040;S058;S074,medium,2026-07-13
PMF00146,PA030,problem,M_HUNGARIAN,default_choice,first_try,既知のflow/path/matching/DP構造。,最適部分構造、network構造、または対応するgraph表現。,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,追加制約が専用構造を破壊;状態次元が巨大,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,割当・matchingの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、Hungarian algorithmは汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_GRAPH を確認する。,S054,high,2026-07-13
PMF00147,PA030,problem,M_NETWORK_SIMPLEX,strongly_recommended,second_try,既知のflow/path/matching/DP構造。,最適部分構造、network構造、または対応するgraph表現。,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,追加制約が専用構造を破壊;状態次元が巨大,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,割当・matchingの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、network simplexは汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_GRAPH を確認する。,S054,high,2026-07-13
PMF00148,PA030,problem,M_SIMPLEX,recommended,expert_guidance_recommended,一般NLPへ落とす前に構造変換可能。,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,black-box;一般非凸を凸として誤分類;係数が不正確,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low_to_medium。停止条件は primal_dual_feasibility;duality_gap;time;node_or_iteration_limit。,割当・matchingの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、primal simplex法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_GRAPH を確認する。,S054;S004;S010;S012;S013;S014;S016;S055;S062,medium,2026-07-13
PMF00149,PA030,problem,M_BRANCH_CUT,conditional,expert_guidance_recommended,CP/graph/DPの専用構造が弱い。,有限離散領域、妥当な定式化、solverが扱える連続緩和。,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,noiseを含むblack-box;曖昧なlogic;巨大Big-M,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,割当・matchingの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_GRAPH を確認する。,S054;S005;S016;S021;S024;S025;S028,medium,2026-07-13
PMF00150,PA030,problem,M_GENETIC_ALGORITHM,generally_unsuitable,avoid_as_default,局所DFOが初期値依存。,評価予算と妥当な変数表現・境界・乱数管理。,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,問題の主要構造・変数型・保証要求と不整合。,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,高次元では評価数・population・幾何維持が急増。低有効次元、block、random embedding等を検討。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,tuning difficulty=high。停止条件は evaluation_budget;time;stall;diversity。,割当・matchingの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、遺伝的algorithmは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_GRAPH を確認する。,S054;S032;S033;S040;S058;S074,medium,2026-07-13
PMF00151,PA031,problem,M_LOCAL_SEARCH_COMBINATORIAL,default_choice,first_try,巨大routing/schedulingで早い良質可行解が重要。,最適部分構造、network構造、または対応するgraph表現。,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,追加制約が専用構造を破壊;状態次元が巨大,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,保証の種類と実装statusを個別確認。,tuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,配送routingの主要特徴（discrete、combinatorial、not_differentiable、moderate）に対し、組合せlocal searchは汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING を確認する。,S023;S024;S054,high,2026-07-13
PMF00152,PA031,problem,M_CP_SAT,strongly_recommended,second_try,integer/Boolean/schedulingで高性能OSSが必要。,有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,論理・scheduling global constraints;可行性探索;証明,弱いpropagationで爆発;実数・滑らか構造の利用は弱い,本質的に連続滑らか;実数精度を整数scaleで表せない,論理・scheduling global constraints;可行性探索;証明,弱いpropagationで爆発;実数・滑らか構造の利用は弱い,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,保証の種類と実装statusを個別確認。,tuning difficulty=medium。停止条件は optimality_gap;time;conflicts;solutions。,配送routingの主要特徴（discrete、combinatorial、not_differentiable、moderate）に対し、CP-SATは論理・scheduling global constraints;可行性探索;証明。ただし弱いpropagationで爆発;実数・滑らか構造の利用は弱い。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING を確認する。,S023;S024;S022;S053;S079,high,2026-07-13
PMF00153,PA031,problem,M_BRANCH_CUT,recommended,expert_guidance_recommended,CP/graph/DPの専用構造が弱い。,有限離散領域、妥当な定式化、solverが扱える連続緩和。,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,noiseを含むblack-box;曖昧なlogic;巨大Big-M,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,配送routingの主要特徴（discrete、combinatorial、not_differentiable、moderate）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING を確認する。,S023;S024;S005;S016;S021;S025;S028,medium,2026-07-13
PMF00154,PA031,problem,M_DYNAMIC_PROGRAMMING,conditional,expert_guidance_recommended,MILP化前に専用法を確認。,最適部分構造、network構造、または対応するgraph表現。,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,追加制約が専用構造を破壊;状態次元が巨大,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,配送routingの主要特徴（discrete、combinatorial、not_differentiable、moderate）に対し、動的計画法は汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING を確認する。,S023;S024;S054,medium,2026-07-13
PMF00155,PA031,problem,M_GENETIC_ALGORITHM,generally_unsuitable,avoid_as_default,局所DFOが初期値依存。,評価予算と妥当な変数表現・境界・乱数管理。,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,問題の主要構造・変数型・保証要求と不整合。,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,高次元では評価数・population・幾何維持が急増。低有効次元、block、random embedding等を検討。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,tuning difficulty=high。停止条件は evaluation_budget;time;stall;diversity。,配送routingの主要特徴（discrete、combinatorial、not_differentiable、moderate）に対し、遺伝的algorithmは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_GRAPH;ALT_DYNAMIC_PROGRAMMING を確認する。,S023;S024;S032;S033;S040;S058;S074,medium,2026-07-13
PMF00156,PA032,problem,M_BRANCH_CUT,default_choice,first_try,一般MILP/MIQPでgap・証明が必要。,有限離散領域、妥当な定式化、solverが扱える連続緩和。,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,noiseを含むblack-box;曖昧なlogic;巨大Big-M,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low_to_medium_with_incumbent。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=high。停止条件は optimality_gap;time;node_limit;solution_limit。,knapsack・set coverの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、branch-and-cutはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,S021;S022;S005;S016;S024;S025;S028,high,2026-07-13
PMF00157,PA032,problem,M_DYNAMIC_PROGRAMMING,strongly_recommended,second_try,既知のflow/path/matching/DP構造。,最適部分構造、network構造、または対応するgraph表現。,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,追加制約が専用構造を破壊;状態次元が巨大,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,tuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,knapsack・set coverの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、動的計画法は汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,S021;S022;S054,high,2026-07-13
PMF00158,PA032,problem,M_CP_SAT,recommended,expert_guidance_recommended,MILP定式化の緩和が弱い。,有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,論理・scheduling global constraints;可行性探索;証明,弱いpropagationで爆発;実数・滑らか構造の利用は弱い,本質的に連続滑らか;実数精度を整数scaleで表せない,論理・scheduling global constraints;可行性探索;証明,弱いpropagationで爆発;実数・滑らか構造の利用は弱い,反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,tuning difficulty=medium。停止条件は optimality_gap;time;conflicts;solutions。,knapsack・set coverの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、CP-SATは論理・scheduling global constraints;可行性探索;証明。ただし弱いpropagationで爆発;実数・滑らか構造の利用は弱い。 汎用最適化の前に ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,S021;S022;S053;S079,medium,2026-07-13
PMF00159,PA032,problem,M_LOCAL_SEARCH_COMBINATORIAL,conditional,expert_guidance_recommended,MILP化前に専用法を確認。,最適部分構造、network構造、または対応するgraph表現。,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,追加制約が専用構造を破壊;状態次元が巨大,汎用最適化より速く強い保証;解釈しやすい,構造が崩れると適用不能;state explosion,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,dense Hessian/因子分解を避け、sparse/HVP/low-memory/block構造を利用。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=low。複数startまたはwarm startの必要性をproblem instanceで確認。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,tuning difficulty=low。停止条件は algorithm_completion;budget_for_approximate_variants。,knapsack・set coverの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、組合せlocal searchは汎用最適化より速く強い保証;解釈しやすい。ただし構造が崩れると適用不能;state explosion。 汎用最適化の前に ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,S021;S022;S054;S023,medium,2026-07-13
PMF00160,PA032,problem,M_GENETIC_ALGORITHM,generally_unsuitable,avoid_as_default,局所DFOが初期値依存。,評価予算と妥当な変数表現・境界・乱数管理。,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,問題の主要構造・変数型・保証要求と不整合。,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,高次元では評価数・population・幾何維持が急増。低有効次元、block、random embedding等を検討。,決定論性をseed固定だけで断定せず、内部並列・停止条件を確認。,初期可行性、許容違反、最終primal residual、制約scaleを記録。,initialization sensitivity=medium。複数startまたはwarm startの必要性をproblem instanceで確認。,要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,tuning difficulty=high。停止条件は evaluation_budget;time;stall;diversity。,knapsack・set coverの主要特徴（linear、combinatorial、not_differentiable、cheap）に対し、遺伝的algorithmは微分不要;不連続・多峰性;並列性;柔軟な表現。ただし大量評価;証明なし;parameter・encoding依存。 汎用最適化の前に ALT_DYNAMIC_PROGRAMMING;ALT_SPECIALIZED を確認する。,S021;S022;S032;S033;S040;S058;S074,medium,2026-07-13
