evidence_link_id,source_id,target_table,target_id,supported_field,claim_summary,evidence_role,confidence,last_verified
EL001815,S016,problem_method_fit,PMF00083,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001816,S055,problem_method_fit,PMF00083,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001817,S010,problem_method_fit,PMF00083,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001818,S012,problem_method_fit,PMF00083,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001819,S013,problem_method_fit,PMF00083,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001820,S014,problem_method_fit,PMF00083,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001821,S062,problem_method_fit,PMF00083,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001822,S004,problem_method_fit,PMF00084,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual hybrid gradient for LPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001823,S016,problem_method_fit,PMF00084,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual hybrid gradient for LPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001824,S055,problem_method_fit,PMF00084,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual hybrid gradient for LPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001825,S010,problem_method_fit,PMF00084,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual hybrid gradient for LPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001826,S012,problem_method_fit,PMF00084,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual hybrid gradient for LPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001827,S013,problem_method_fit,PMF00084,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual hybrid gradient for LPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001828,S014,problem_method_fit,PMF00084,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual hybrid gradient for LPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001829,S062,problem_method_fit,PMF00084,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual hybrid gradient for LPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001830,S078,problem_method_fit,PMF00084,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、primal-dual hybrid gradient for LPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001831,S004,problem_method_fit,PMF00085,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001832,S016,problem_method_fit,PMF00085,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001833,S055,problem_method_fit,PMF00085,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001834,S017,problem_method_fit,PMF00085,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001835,S029,problem_method_fit,PMF00085,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001836,S030,problem_method_fit,PMF00085,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001837,S056,problem_method_fit,PMF00085,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001838,S064,problem_method_fit,PMF00085,row,線形計画の主要特徴（linear、linear、analytic_gradient、cheap）に対し、逐次二次計画法は一般制約を直接扱う;KKT診断;疎性利用。ただし微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞。 汎用最適化の前に ALT_SPECIALIZED;ALT_GRAPH を確認する。,supporting_or_primary,medium,2026-07-13
EL001839,S012,problem_method_fit,PMF00086,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001840,S016,problem_method_fit,PMF00086,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001841,S062,problem_method_fit,PMF00086,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001842,S004,problem_method_fit,PMF00086,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001843,S010,problem_method_fit,PMF00086,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001844,S013,problem_method_fit,PMF00086,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001845,S014,problem_method_fit,PMF00086,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001846,S055,problem_method_fit,PMF00086,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、operator-splitting QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001847,S012,problem_method_fit,PMF00087,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、active-set QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001848,S016,problem_method_fit,PMF00087,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、active-set QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001849,S062,problem_method_fit,PMF00087,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、active-set QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001850,S004,problem_method_fit,PMF00087,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、active-set QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001851,S010,problem_method_fit,PMF00087,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、active-set QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001852,S013,problem_method_fit,PMF00087,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、active-set QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001853,S014,problem_method_fit,PMF00087,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、active-set QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001854,S055,problem_method_fit,PMF00087,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、active-set QPは大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,high,2026-07-13
EL001855,S012,problem_method_fit,PMF00088,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001856,S016,problem_method_fit,PMF00088,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001857,S062,problem_method_fit,PMF00088,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001858,S004,problem_method_fit,PMF00088,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001859,S010,problem_method_fit,PMF00088,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001860,S013,problem_method_fit,PMF00088,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001861,S014,problem_method_fit,PMF00088,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001862,S055,problem_method_fit,PMF00088,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual barrier法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001863,S012,problem_method_fit,PMF00089,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001864,S016,problem_method_fit,PMF00089,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001865,S062,problem_method_fit,PMF00089,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001866,S004,problem_method_fit,PMF00089,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001867,S010,problem_method_fit,PMF00089,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001868,S013,problem_method_fit,PMF00089,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001869,S014,problem_method_fit,PMF00089,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001870,S055,problem_method_fit,PMF00089,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001871,S028,problem_method_fit,PMF00089,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001872,S012,problem_method_fit,PMF00090,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001873,S016,problem_method_fit,PMF00090,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001874,S062,problem_method_fit,PMF00090,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001875,S002,problem_method_fit,PMF00090,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001876,S056,problem_method_fit,PMF00090,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001877,S057,problem_method_fit,PMF00090,row,凸二次計画の主要特徴（quadratic、linear、analytic_gradient、cheap）に対し、BFGS法は滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確。ただし局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き。 汎用最適化の前に ALT_SPECIALIZED;ALT_PROJECTION_PROX を確認する。,supporting_or_primary,medium,2026-07-13
EL001878,S021,problem_method_fit,PMF00091,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、空間branch-and-boundはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001879,S024,problem_method_fit,PMF00091,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、空間branch-and-boundはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001880,S028,problem_method_fit,PMF00091,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、空間branch-and-boundはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001881,S005,problem_method_fit,PMF00091,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、空間branch-and-boundはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001882,S016,problem_method_fit,PMF00091,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、空間branch-and-boundはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001883,S025,problem_method_fit,PMF00091,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、空間branch-and-boundはgap/証明;論理・整数;強力presolve/cut。ただし指数的;定式化品質(Big-M/対称性)依存;memory。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001884,S021,problem_method_fit,PMF00092,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001885,S024,problem_method_fit,PMF00092,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001886,S028,problem_method_fit,PMF00092,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001887,S004,problem_method_fit,PMF00092,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001888,S010,problem_method_fit,PMF00092,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001889,S012,problem_method_fit,PMF00092,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
EL001890,S013,problem_method_fit,PMF00092,row,非凸QP/QCQPの主要特徴（quadratic、mixed、analytic_gradient、cheap）に対し、primal-dual錐内点法は大域性;gap/dual;疎性;成熟solver。ただし形式に入らない非線形・非凸には不適;数値スケール・退化。 汎用最適化の前に ALT_RELAXATION;ALT_GENERIC_OPT を確認する。,supporting_or_primary,high,2026-07-13
