method_id,name_ja,name_en,aliases,method_family_id,method_level,summary,problem_classes,required_assumptions,derivative_information,variable_types,constraint_support,convex_fit,nonconvex_applicability,solution_scope,determinism,exactness,theoretical_guarantee,optimality_certificate,scalability,memory_tendency,per_iteration_cost,evaluation_pattern,parallelism,initialization_sensitivity,hyperparameter_sensitivity,scaling_sensitivity,noise_robustness,discontinuity_robustness,constraint_violation_handling,warm_start,online_use,strengths,weaknesses,typical_failures,avoid_conditions,first_choice_conditions,second_choice_conditions,switch_signals,beginner_level,tuning_difficulty,implementation_difficulty,explainability,stopping_criteria,diagnostic_metrics,related_method_ids,parent_method_id,child_method_ids,reference_source_ids,confidence,last_verified
M_DIFFERENTIAL_EVOLUTION,差分進化,Differential evolution,DE,MF_GLOBAL_SEARCH,variant,個体差vectorを用いて候補を変異・交叉。,bounded_nonconvex;multimodal;black_box,有限探索領域と十分な評価予算。証明型では追加構造。,function_values;optional_local_derivatives,continuous;bounds,bounds;limited_general_constraints,usually_unnecessary,primary,global_candidate,stochastic,metaheuristic,確率的漸近保証または限定条件下の決定論的保証。有限予算の証明は通常ない。,usually_none;method_specific,low_to_medium,medium,複数候補・局所探索・領域分割。,局所法より大幅に多い評価。,high,lower_than_single_start,medium,high,medium_by_variant,medium,penalty;feasibility_rules;local_solver,conditional,rare,多峰性;複数解候補;局所法の初期値依存を緩和,評価費大;証明が弱い;次元の呪い,budget_exhaustion;premature_convergence;missed_basins,高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,低中次元・bounded・nonconvex・並列評価可能。,複数start局所法で解が不安定。,評価予算消費に対しincumbent改善が小さい;多様性消失。,medium,medium,medium,medium,evaluation_budget;time_budget;global_gap_if_available;stall,best_so_far;diversity;coverage;local_refinement_success,,MF_GLOBAL_SEARCH,,S006;S007;S008;S009;S072;S073;S074,high,2026-07-13
M_SIMULATED_ANNEALING,simulated annealing,Simulated annealing,SA;dual annealing,MF_GLOBAL_SEARCH,variant,温度に応じて悪化移動も受理し局所解を脱出。,bounded_nonconvex;multimodal;black_box,有限探索領域と十分な評価予算。証明型では追加構造。,function_values;optional_local_derivatives,continuous;bounds,bounds;limited_general_constraints,usually_unnecessary,primary,global_candidate,stochastic,metaheuristic,確率的漸近保証または限定条件下の決定論的保証。有限予算の証明は通常ない。,usually_none;method_specific,low_to_medium,medium,複数候補・局所探索・領域分割。,局所法より大幅に多い評価。,high_for_multistart_or_population,lower_than_single_start,high,high,medium_by_variant,medium,penalty;feasibility_rules;local_solver,conditional,rare,多峰性;複数解候補;局所法の初期値依存を緩和,評価費大;証明が弱い;次元の呪い,budget_exhaustion;premature_convergence;missed_basins,高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,低次元で大域候補が必要、評価予算がある。,複数start局所法で解が不安定。,評価予算消費に対しincumbent改善が小さい;多様性消失。,medium,medium,medium,medium,evaluation_budget;time_budget;global_gap_if_available;stall,best_so_far;diversity;coverage;local_refinement_success,,MF_GLOBAL_SEARCH,,S006;S007;S008;S009;S072;S073;S074,high,2026-07-13
M_CMA_ES,CMA-ES,Covariance matrix adaptation evolution strategy,CMA-ES,MF_EVOLUTIONARY,variant,search distributionの平均と共分散を適応する連続black-box法。,black_box;nonconvex;multimodal;mixed_by_encoding,評価予算と妥当な変数表現・境界・乱数管理。,function_values_only,continuous,bounds;penalty;repair;feasibility_rules,usually_unnecessary,primary,global_candidate,stochastic,metaheuristic,通常は有限予算の大域最適性証明なし。,none,low_to_medium,high_O(n2)_standard,population_size × evaluation cost。,大量の並列評価に適する。,high,medium,medium_to_high,high,medium,high,penalty;repair;feasibility_ranking,conditional,rare,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,premature_convergence;diversity_loss;constraint_penalty_failure,評価が極端に高価で低予算;厳密証明;高次元で構造利用可能,中低次元・nonconvex・noise/ill-conditioning・評価並列可能。,局所DFOが初期値依存。,多様性崩壊;改善停滞;可行個体が生成されない。,medium,high,medium,low,evaluation_budget;time;stall;diversity,best_so_far;population_diversity;feasible_fraction;seed_variance,,MF_EVOLUTIONARY,,S032;S033;S040;S058;S074,high,2026-07-13
M_GENETIC_ALGORITHM,遺伝的algorithm,Genetic algorithm,GA,MF_EVOLUTIONARY,variant,selection・crossover・mutationで符号化個体を進化。,black_box;nonconvex;multimodal;mixed_by_encoding,評価予算と妥当な変数表現・境界・乱数管理。,function_values_only,mixed_by_encoding,bounds;penalty;repair;feasibility_rules,usually_unnecessary,primary,global_candidate,stochastic,metaheuristic,通常は有限予算の大域最適性証明なし。,none,low_to_medium,medium_to_high_population,population_size × evaluation cost。,大量の並列評価に適する。,high,medium,high,high,medium,high,penalty;repair;feasibility_ranking,conditional,rare,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,premature_convergence;diversity_loss;constraint_penalty_failure,評価が極端に高価で低予算;厳密証明;高次元で構造利用可能,評価並列化可能で、不連続・多峰性・微分不能。,局所DFOが初期値依存。,多様性崩壊;改善停滞;可行個体が生成されない。,medium,high,medium,low,evaluation_budget;time;stall;diversity,best_so_far;population_diversity;feasible_fraction;seed_variance,,MF_EVOLUTIONARY,,S032;S033;S040;S058;S074,high,2026-07-13
M_PARTICLE_SWARM,particle swarm optimization,Particle swarm optimization,PSO,MF_EVOLUTIONARY,variant,個体の自己bestと群bestに基づきvelocityを更新。,black_box;nonconvex;multimodal;mixed_by_encoding,評価予算と妥当な変数表現・境界・乱数管理。,function_values_only,continuous;mixed_by_encoding,bounds;penalty;repair;feasibility_rules,usually_unnecessary,primary,global_candidate,stochastic,metaheuristic,通常は有限予算の大域最適性証明なし。,none,low_to_medium,medium_to_high_population,population_size × evaluation cost。,大量の並列評価に適する。,high,medium,high,high,medium,high,penalty;repair;feasibility_ranking,conditional,rare,微分不要;不連続・多峰性;並列性;柔軟な表現,大量評価;証明なし;parameter・encoding依存,premature_convergence;diversity_loss;constraint_penalty_failure,評価が極端に高価で低予算;厳密証明;高次元で構造利用可能,評価並列化可能で、不連続・多峰性・微分不能。,局所DFOが初期値依存。,多様性崩壊;改善停滞;可行個体が生成されない。,medium,high,medium,low,evaluation_budget;time;stall;diversity,best_so_far;population_diversity;feasible_fraction;seed_variance,,MF_EVOLUTIONARY,,S032;S033;S040;S058;S074,high,2026-07-13
M_BAYESIAN_OPT_GP,Gaussian process Bayesian optimization,Gaussian-process Bayesian optimization,GP-BO,MF_SURROGATE_HPO,variant,GP posteriorとacquisitionで高価な評価点を選ぶ。,expensive_black_box;hyperparameter_optimization;adaptive_experimentation,評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,function_values;optional_gradients,continuous;integer_by_encoding,bounds;black_box_constraints_by_framework,not_required,primary,global_candidate,stochastic,statistical,kernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,none;posterior_uncertainty_not_certificate,low_to_medium_dimensions_and_observations,medium_to_high_with_observations,surrogate fitting + acquisition optimization。,少ない高価評価を逐次またはbatchで選ぶ。,batch_or_asynchronous,medium,high,high,medium_to_high_if_modeled,model_dependent,constraint_surrogate;feasibility_probability;penalty,yes,yes,高価な評価の節約;不確実性活用;条件付き空間対応の変種,高次元・非定常・model misspecification;acquisition最適化;証明ではない,surrogate_mismatch;acquisition_failure;overconfident_noise_model;conditional_space_error,評価が安価で大量可能;極端高次元;再現不能noiseを未model化,低〜中次元、1評価が非常に高価、数十〜数百評価。,random/evolutionary searchでは予算不足。,surrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,medium,high,high,medium,evaluation_budget;time;expected_improvement;confidence_or_stall,best_so_far;surrogate_error;calibration;acquisition_value;failed_trials,,MF_SURROGATE_HPO,,S034;S035;S036;S037;S038;S059;S069;S075,high,2026-07-13
M_TPE,TPE,Tree-structured Parzen estimator,TPE,MF_SURROGATE_HPO,variant,良い/悪い観測の密度比で条件付きsearch spaceを探索。,expensive_black_box;hyperparameter_optimization;adaptive_experimentation,評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,function_values;optional_gradients,continuous;integer;categorical;mixed,bounds;black_box_constraints_by_framework,not_required,primary,global_candidate,stochastic,statistical,kernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,none;posterior_uncertainty_not_certificate,low_to_medium_dimensions;high_cost_evaluations,medium_to_high_with_observations,surrogate fitting + acquisition optimization。,少ない高価評価を逐次またはbatchで選ぶ。,batch_or_asynchronous,medium,high,high,medium_to_high_if_modeled,model_dependent,constraint_surrogate;feasibility_probability;penalty,yes,yes,高価な評価の節約;不確実性活用;条件付き空間対応の変種,高次元・非定常・model misspecification;acquisition最適化;証明ではない,surrogate_mismatch;acquisition_failure;overconfident_noise_model;conditional_space_error,評価が安価で大量可能;極端高次元;再現不能noiseを未model化,混合・条件付きhyperparameter空間。,random/evolutionary searchでは予算不足。,surrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,medium,high,high,medium,evaluation_budget;time;expected_improvement;confidence_or_stall,best_so_far;surrogate_error;calibration;acquisition_value;failed_trials,,MF_SURROGATE_HPO,,S034;S035;S036;S037;S038;S059;S069;S075,high,2026-07-13
M_SMAC_RF,SMAC random-forest surrogate,SMAC with random forest,SMAC;RF-BO,MF_SURROGATE_HPO,variant,random forest surrogateで混合/カテゴリHPOを扱う。,expensive_black_box;hyperparameter_optimization;adaptive_experimentation,評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,function_values;optional_gradients,continuous;integer;categorical;mixed,bounds;black_box_constraints_by_framework,not_required,primary,global_candidate,stochastic,statistical,kernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,none;posterior_uncertainty_not_certificate,low_to_medium_dimensions;high_cost_evaluations,medium_to_high_with_observations,surrogate fitting + acquisition optimization。,少ない高価評価を逐次またはbatchで選ぶ。,batch_or_asynchronous,medium,high,high,medium_to_high_if_modeled,model_dependent,constraint_surrogate;feasibility_probability;penalty,yes,yes,高価な評価の節約;不確実性活用;条件付き空間対応の変種,高次元・非定常・model misspecification;acquisition最適化;証明ではない,surrogate_mismatch;acquisition_failure;overconfident_noise_model;conditional_space_error,評価が安価で大量可能;極端高次元;再現不能noiseを未model化,条件付き・カテゴリを含むalgorithm configuration。,random/evolutionary searchでは予算不足。,surrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,medium,high,high,medium,evaluation_budget;time;expected_improvement;confidence_or_stall,best_so_far;surrogate_error;calibration;acquisition_value;failed_trials,,MF_SURROGATE_HPO,,S034;S035;S036;S037;S038;S059;S069;S075,high,2026-07-13
M_TURBO_SAASBO,高次元局所Bayesian最適化,TuRBO / SAASBO,TuRBO;SAASBO,MF_SURROGATE_HPO,variant,trust regionまたはsparse axis-aligned priorで高次元BOを緩和。,expensive_black_box;hyperparameter_optimization;adaptive_experimentation,評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,function_values;optional_gradients,continuous;integer;categorical;mixed_by_model,bounds;black_box_constraints_by_framework,not_required,primary,global_candidate,stochastic,statistical,kernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,none;posterior_uncertainty_not_certificate,medium_to_high_effective_dimension,medium_to_high_with_observations,surrogate fitting + acquisition optimization。,少ない高価評価を逐次またはbatchで選ぶ。,batch_or_asynchronous,medium,high,high,medium_to_high_if_modeled,model_dependent,constraint_surrogate;feasibility_probability;penalty,yes,yes,高価な評価の節約;不確実性活用;条件付き空間対応の変種,高次元・非定常・model misspecification;acquisition最適化;証明ではない,surrogate_mismatch;acquisition_failure;overconfident_noise_model;conditional_space_error,評価が安価で大量可能;極端高次元;再現不能noiseを未model化,形式次元は高いが有効次元が低い可能性。,random/evolutionary searchでは予算不足。,surrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,medium,high,high,medium,evaluation_budget;time;expected_improvement;confidence_or_stall,best_so_far;surrogate_error;calibration;acquisition_value;failed_trials,,MF_SURROGATE_HPO,,S034;S035;S036;S037;S038;S059;S069;S075,high,2026-07-13
M_RANDOM_SEARCH,random search,Random search,uniform/random sampling,MF_SURROGATE_HPO,variant,search spaceから独立にsamplingするbaseline。,expensive_black_box;hyperparameter_optimization;adaptive_experimentation,評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,function_values;optional_gradients,continuous;integer;categorical;mixed_by_model,bounds;black_box_constraints_by_framework,not_required,primary,global_candidate,stochastic,heuristic,kernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,none;posterior_uncertainty_not_certificate,low_to_medium_dimensions;high_cost_evaluations,medium_to_high_with_observations,surrogate fitting + acquisition optimization。,少ない高価評価を逐次またはbatchで選ぶ。,batch_or_asynchronous,medium,high,high,medium_to_high_if_modeled,model_dependent,constraint_surrogate;feasibility_probability;penalty,yes,yes,実装単純;並列;model misspecificationなし,高次元・非定常・model misspecification;acquisition最適化;証明ではない,surrogate_mismatch;acquisition_failure;overconfident_noise_model;conditional_space_error,評価が安価で大量可能;極端高次元;再現不能noiseを未model化,baseline、低相関のHPO、多数並列。,random/evolutionary searchでは予算不足。,surrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,low,low,high,medium,evaluation_budget;time;expected_improvement;confidence_or_stall,best_so_far;surrogate_error;calibration;acquisition_value;failed_trials,,MF_SURROGATE_HPO,,S034;S035;S036;S037;S038;S059;S069;S075,high,2026-07-13
M_HYPERBAND_ASHA,Hyperband/ASHA,Hyperband / ASHA,successive halving,MF_SURROGATE_HPO,variant,低resourceで多数trialを開始し、性能に基づき早期停止・resource増加。,expensive_black_box;hyperparameter_optimization;adaptive_experimentation,評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,function_values;optional_gradients,continuous;integer;categorical;mixed_by_model,bounds;black_box_constraints_by_framework,not_required,primary,global_candidate,stochastic,statistical,kernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,none;posterior_uncertainty_not_certificate,low_to_medium_dimensions;high_cost_evaluations,medium_to_high_with_observations,surrogate fitting + acquisition optimization。,少ない高価評価を逐次またはbatchで選ぶ。,batch_or_asynchronous,medium,high,high,medium_to_high_if_modeled,model_dependent,constraint_surrogate;feasibility_probability;penalty,yes,yes,高価な評価の節約;不確実性活用;条件付き空間対応の変種,高次元・非定常・model misspecification;acquisition最適化;証明ではない,early_stopping_bias;non_comparable_learning_curves,評価が安価で大量可能;極端高次元;再現不能noiseを未model化,training curveとfidelity/resourceがあり多数trial。,random/evolutionary searchでは予算不足。,surrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,medium,high,high,medium,evaluation_budget;time;expected_improvement;confidence_or_stall,best_so_far;surrogate_error;calibration;acquisition_value;failed_trials,,MF_SURROGATE_HPO,,S034;S035;S036;S037;S038;S059;S069;S075,high,2026-07-13
M_PBT,population based training,Population-based training,PBT,MF_SURROGATE_HPO,variant,training中にweightsとhyperparametersをpopulationで継承・摂動。,expensive_black_box;hyperparameter_optimization;adaptive_experimentation,評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,function_values;optional_gradients,continuous;integer;categorical;mixed_by_model,bounds;black_box_constraints_by_framework,not_required,primary,global_candidate,stochastic,statistical,kernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,none;posterior_uncertainty_not_certificate,low_to_medium_dimensions;high_cost_evaluations,medium_to_high_with_observations,surrogate fitting + acquisition optimization。,少ない高価評価を逐次またはbatchで選ぶ。,high,medium,high,high,medium_to_high_if_modeled,model_dependent,constraint_surrogate;feasibility_probability;penalty,yes,yes,高価な評価の節約;不確実性活用;条件付き空間対応の変種,高次元・非定常・model misspecification;acquisition最適化;証明ではない,surrogate_mismatch;acquisition_failure;overconfident_noise_model;conditional_space_error,評価が安価で大量可能;極端高次元;再現不能noiseを未model化,長時間trainingでscheduleを同時適応。,random/evolutionary searchでは予算不足。,surrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,medium,high,high,medium,evaluation_budget;time;expected_improvement;confidence_or_stall,best_so_far;surrogate_error;calibration;acquisition_value;failed_trials,,MF_SURROGATE_HPO,,S034;S035;S036;S037;S038;S059;S069;S075,high,2026-07-13
M_SIMPLEX,primal simplex法,Primal simplex,simplex,MF_LP_QP_CONIC,variant,LPのbasis間を移動し最適basisを求める。,LP,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,explicit_coefficients,continuous;cone_variables,linear;quadratic_conic;semidefinite_by_solver,primary,usually_no_except_solver_extensions,convex_global,deterministic,exact_with_tolerance,LPの有限pivot（anti-cycling条件等）と大域最適性。,primal_dual_residual;duality_gap;infeasibility_certificate_by_method,high,medium_to_high,basis update、KKT factorization、またはsparse matrix-vector積。,black-box評価ではなく係数行列を直接利用。,linear_algebra_or_first_order,low,low_to_medium,high,not_applicable_input_data_sensitivity,not_applicable,primal_dual_algorithm,strong,yes_for_parametric_by_solver,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,infeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,black-box;一般非凸を凸として誤分類;係数が不正確,LP/QP/錐構造が明示できる。,一般NLPへ落とす前に構造変換可能。,presolveでinfeasible;数値warning;gap停滞;memory超過。,low_to_medium,low_to_medium,medium,high,primal_dual_feasibility;duality_gap;time;node_or_iteration_limit,primal_residual;dual_residual;gap;condition;presolve_reductions,,MF_LP_QP_CONIC,,S004;S010;S012;S013;S014;S016;S055;S062,high,2026-07-13
M_DUAL_SIMPLEX,dual simplex法,Dual simplex,dual simplex,MF_LP_QP_CONIC,variant,dual可行性を保ちながらprimal可行性を回復するLP法。,LP,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,explicit_coefficients,continuous;cone_variables,linear;quadratic_conic;semidefinite_by_solver,primary,usually_no_except_solver_extensions,convex_global,deterministic,exact_with_tolerance,可行性・強双対性等の条件下で大域解とprimal-dual証明量。,primal_dual_residual;duality_gap;infeasibility_certificate_by_method,high_to_huge_sparse,medium_to_high,basis update、KKT factorization、またはsparse matrix-vector積。,black-box評価ではなく係数行列を直接利用。,linear_algebra_or_first_order,low,low_to_medium,high,not_applicable_input_data_sensitivity,not_applicable,primal_dual_algorithm,strong,yes_for_parametric_by_solver,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,infeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,black-box;一般非凸を凸として誤分類;係数が不正確,再最適化・MIP node LP・変更後にdual可行basisが利用可能。,一般NLPへ落とす前に構造変換可能。,presolveでinfeasible;数値warning;gap停滞;memory超過。,low_to_medium,low_to_medium,medium,high,primal_dual_feasibility;duality_gap;time;node_or_iteration_limit,primal_residual;dual_residual;gap;condition;presolve_reductions,,MF_LP_QP_CONIC,,S004;S010;S012;S013;S014;S016;S055;S062,high,2026-07-13
M_BARRIER_LP_QP,primal-dual barrier法,Primal-dual barrier method,interior point LP/QP,MF_LP_QP_CONIC,variant,central pathを追跡してLP/QP/錐問題を解く。,LP;convex_QP;conic,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,explicit_coefficients,continuous;cone_variables,linear;quadratic_conic;semidefinite_by_solver,primary,usually_no_except_solver_extensions,convex_global,deterministic,exact_with_tolerance,可行性・強双対性等の条件下で大域解とprimal-dual証明量。,primal_dual_residual;duality_gap;infeasibility_certificate_by_method,high_sparse,medium_to_high,basis update、KKT factorization、またはsparse matrix-vector積。,black-box評価ではなく係数行列を直接利用。,linear_algebra_or_first_order,low,low_to_medium,high,not_applicable_input_data_sensitivity,not_applicable,primal_dual_algorithm,limited_by_solver,yes_for_parametric_by_solver,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,infeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,black-box;一般非凸を凸として誤分類;係数が不正確,LP/QP/錐構造が明示できる。,一般NLPへ落とす前に構造変換可能。,presolveでinfeasible;数値warning;gap停滞;memory超過。,low_to_medium,low_to_medium,medium,high,primal_dual_feasibility;duality_gap;time;node_or_iteration_limit,primal_residual;dual_residual;gap;condition;presolve_reductions,,MF_LP_QP_CONIC,,S004;S010;S012;S013;S014;S016;S055;S062,high,2026-07-13
M_PDLP,primal-dual hybrid gradient for LP,Primal-dual hybrid gradient for LP,PDLP,MF_LP_QP_CONIC,variant,一次primal-dual更新で巨大LPをmatrix-vector中心に解く。,very_large_LP,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,explicit_coefficients,continuous;cone_variables,linear;quadratic_conic;semidefinite_by_solver,primary,usually_no_except_solver_extensions,convex_global,deterministic,exact_with_tolerance,凸LPに対する一次法収束。高精度には時間がかかる場合。,primal_dual_residual;duality_gap;infeasibility_certificate_by_method,huge_sparse,low,basis update、KKT factorization、またはsparse matrix-vector積。,black-box評価ではなく係数行列を直接利用。,linear_algebra_or_first_order,low,low_to_medium,high,not_applicable_input_data_sensitivity,not_applicable,primal_dual_algorithm,implementation_dependent,yes_for_parametric_by_solver,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,infeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,black-box;一般非凸を凸として誤分類;係数が不正確,LP/QP/錐構造が明示できる。,一般NLPへ落とす前に構造変換可能。,presolveでinfeasible;数値warning;gap停滞;memory超過。,low_to_medium,low_to_medium,medium,high,primal_dual_feasibility;duality_gap;time;node_or_iteration_limit,primal_residual;dual_residual;gap;condition;presolve_reductions,,MF_LP_QP_CONIC,,S004;S010;S012;S013;S014;S016;S055;S062;S078,high,2026-07-13
M_ACTIVE_SET_QP,active-set QP,Active-set QP,working-set QP,MF_LP_QP_CONIC,variant,active制約集合を更新してQPを解く。,convex_QP,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,explicit_coefficients,continuous;cone_variables,linear;quadratic_conic;semidefinite_by_solver,primary,usually_no_except_solver_extensions,convex_global,deterministic,exact_with_tolerance,可行性・強双対性等の条件下で大域解とprimal-dual証明量。,primal_dual_residual;duality_gap;infeasibility_certificate_by_method,high_to_huge_sparse,medium_to_high,basis update、KKT factorization、またはsparse matrix-vector積。,black-box評価ではなく係数行列を直接利用。,linear_algebra_or_first_order,low,low_to_medium,high,not_applicable_input_data_sensitivity,not_applicable,primal_dual_algorithm,strong,yes_for_parametric_by_solver,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,infeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,black-box;一般非凸を凸として誤分類;係数が不正確,小中規模またはMPCでactive setが少しずつ変化。,一般NLPへ落とす前に構造変換可能。,presolveでinfeasible;数値warning;gap停滞;memory超過。,low_to_medium,low_to_medium,medium,high,primal_dual_feasibility;duality_gap;time;node_or_iteration_limit,primal_residual;dual_residual;gap;condition;presolve_reductions,,MF_LP_QP_CONIC,,S004;S010;S012;S013;S014;S016;S055;S062,high,2026-07-13
M_ADMM_QP,operator-splitting QP,ADMM/operator-splitting QP,OSQP-style ADMM,MF_LP_QP_CONIC,variant,準定値QPをoperator splittingで反復解法。,convex_QP,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,explicit_coefficients,continuous;cone_variables,linear;quadratic_conic;semidefinite_by_solver,primary,usually_no_except_solver_extensions,convex_global,deterministic,exact_with_tolerance,可行性・強双対性等の条件下で大域解とprimal-dual証明量。,primal_dual_residual;duality_gap;infeasibility_certificate_by_method,high_sparse,medium_to_high,basis update、KKT factorization、またはsparse matrix-vector積。,black-box評価ではなく係数行列を直接利用。,linear_algebra_or_first_order,low,low_to_medium,high,not_applicable_input_data_sensitivity,not_applicable,primal_dual_algorithm,yes,yes_for_parametric_by_solver,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,infeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,black-box;一般非凸を凸として誤分類;係数が不正確,反復凸QP・疎・中精度・factorization再利用。,一般NLPへ落とす前に構造変換可能。,presolveでinfeasible;数値warning;gap停滞;memory超過。,low_to_medium,low_to_medium,medium,high,primal_dual_feasibility;duality_gap;time;node_or_iteration_limit,primal_residual;dual_residual;gap;condition;presolve_reductions,,MF_LP_QP_CONIC,,S004;S010;S012;S013;S014;S016;S055;S062,high,2026-07-13
M_PRIMAL_DUAL_CONIC,primal-dual錐内点法,Primal-dual conic interior-point,conic IPM,MF_LP_QP_CONIC,variant,coneのprimal-dual KKT系を解く内点法。,LP;QP;SOCP;SDP_by_solver,問題が対応する標準形に表現され、凸性・cone条件が満たされる。,explicit_coefficients,continuous;cone_variables,linear;quadratic_conic;semidefinite_by_solver,primary,usually_no_except_solver_extensions,convex_global,deterministic,exact_with_tolerance,可行性・強双対性等の条件下で大域解とprimal-dual証明量。,primal_dual_residual;duality_gap;infeasibility_certificate_by_method,high_to_huge_sparse,medium_to_high,basis update、KKT factorization、またはsparse matrix-vector積。,black-box評価ではなく係数行列を直接利用。,linear_algebra_or_first_order,low,low_to_medium,high,not_applicable_input_data_sensitivity,not_applicable,primal_dual_algorithm,implementation_dependent,yes_for_parametric_by_solver,大域性;gap/dual;疎性;成熟solver,形式に入らない非線形・非凸には不適;数値スケール・退化,infeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,black-box;一般非凸を凸として誤分類;係数が不正確,錐構造、dual/gap、高精度が重要。,一般NLPへ落とす前に構造変換可能。,presolveでinfeasible;数値warning;gap停滞;memory超過。,low_to_medium,low_to_medium,medium,high,primal_dual_feasibility;duality_gap;time;node_or_iteration_limit,primal_residual;dual_residual;gap;condition;presolve_reductions,,MF_LP_QP_CONIC,,S004;S010;S012;S013;S014;S016;S055;S062;S028,high,2026-07-13
M_BRANCH_BOUND,branch-and-bound,Branch and bound,B&B,MF_DISCRETE_EXACT,variant,離散分枝とrelaxation boundで部分空間をprune。,MILP;MIQP;MINLP;combinatorial,有限離散領域、妥当な定式化、solverが扱える連続緩和。,model_coefficients;NLP_derivatives_for_MINLP,binary;integer;mixed,linear;quadratic;nonlinear_by_method,relaxation_dependent,yes_by_spatial_methods,global_certificate,implementation_dependent,exact_with_tolerance,探索完了時にincumbentとboundから最適性gapを証明。,MIP_gap;primal_bound;dual_bound,highly_instance_dependent,high_tree_and_cuts,緩和問題 + cut + heuristic + branching。,node数が指数的になり得る。,tree_parallelism,low_to_medium_with_incumbent,medium,high,low_model_coefficients,native_discrete,feasibility_tolerances;branching,yes_by_solver,conditional,gap/証明;論理・整数;強力presolve/cut,指数的;定式化品質(Big-M/対称性)依存;memory,weak_relaxation;bad_big_M;symmetry;no_incumbent;tree_explosion,noiseを含むblack-box;曖昧なlogic;巨大Big-M,整数・binaryと線形/対応非線形model、証明またはgapが必要。,CP/graph/DPの専用構造が弱い。,root gapが大;node増加;可行解なし;memory逼迫。,medium,high,medium,high,optimality_gap;time;node_limit;solution_limit,incumbent;best_bound;gap;nodes;root_relaxation;cut_counts,,MF_DISCRETE_EXACT,,S005;S016;S021;S024;S025;S028,high,2026-07-13
