problem_id,problem_name_ja,method_id,method_name_ja,method_family_id,fit_level,beginner_priority,variable_type,objective_structure,constraint_structure,convexity,smoothness,derivative_access,dimension_context,evaluation_cost,noise,solution_requirement,required_conditions,exclusion_conditions,guarantee_notes,budget_notes,representative_implementation_ids,evidence_source_ids,confidence,last_verified
\SPA028,\Snetwork flow,\SM_SIMPLEX,\Sprimal simplex法,\SMF_LP_QP_CONIC,\Sstrongly_recommended,\Ssecond_try,\Sgraph,\Slinear,\Scombinatorial,\Sconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_ORTOOLS_GLOP;I_GUROBI;I_CPLEX,\SS054;S004;S010;S012;S013;S014;S016;S055;S062,\Shigh,\S2026-07-13
\SPA029,\S最短路,\SM_DIJKSTRA_ASTAR,\SDijkstra/A*,\SMF_GRAPH_DP,\Sdefault_choice,\Sfirst_try,\Sgraph,\Slinear,\Scombinatorial,\Sconvex,\Sdiscrete_valued,\Snot_differentiable,\Svery_high,\Scheap,\Sdeterministic,\Sglobal_proof,\SDijkstraは非負edge、A*の保証にはadmissible/consistent heuristic。,\S追加制約が専用構造を破壊;状態次元が巨大,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS054,\Shigh,\S2026-07-13
\SPA029,\S最短路,\SM_DYNAMIC_PROGRAMMING,\S動的計画法,\SMF_GRAPH_DP,\Sstrongly_recommended,\Ssecond_try,\Sgraph,\Slinear,\Scombinatorial,\Sconvex,\Sdiscrete_valued,\Snot_differentiable,\Svery_high,\Scheap,\Sdeterministic,\Sglobal_proof,\S最適部分構造、network構造、または対応するgraph表現。,\S追加制約が専用構造を破壊;状態次元が巨大,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS054,\Shigh,\S2026-07-13
\SPA029,\S最短路,\SM_GENETIC_ALGORITHM,\S遺伝的algorithm,\SMF_EVOLUTIONARY,\Sgenerally_unsuitable,\Savoid_as_default,\Sgraph,\Slinear,\Scombinatorial,\Sconvex,\Sdiscrete_valued,\Snot_differentiable,\Svery_high,\Scheap,\Sdeterministic,\Sglobal_proof,\S評価予算と妥当な変数表現・境界・乱数管理。,\S問題の主要構造・変数型・保証要求と不整合。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_PYMOO;I_DEAP,\SS054;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPA029,\S最短路,\SM_NETWORK_SIMPLEX,\Snetwork simplex,\SMF_GRAPH_DP,\Srecommended,\Sexpert_guidance_recommended,\Sgraph,\Slinear,\Scombinatorial,\Sconvex,\Sdiscrete_valued,\Snot_differentiable,\Svery_high,\Scheap,\Sdeterministic,\Sglobal_proof,\S最適部分構造、network構造、または対応するgraph表現。,\S追加制約が専用構造を破壊;状態次元が巨大,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS054,\Smedium,\S2026-07-13
\SPA029,\S最短路,\SM_SIMPLEX,\Sprimal simplex法,\SMF_LP_QP_CONIC,\Sconditional,\Sexpert_guidance_recommended,\Sgraph,\Slinear,\Scombinatorial,\Sconvex,\Sdiscrete_valued,\Snot_differentiable,\Svery_high,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_ORTOOLS_GLOP;I_GUROBI;I_CPLEX,\SS054;S004;S010;S012;S013;S014;S016;S055;S062,\Smedium,\S2026-07-13
\SPA030,\S割当・matching,\SM_BRANCH_CUT,\Sbranch-and-cut,\SMF_DISCRETE_EXACT,\Sconditional,\Sexpert_guidance_recommended,\Sbinary,\Slinear,\Scombinatorial,\Sconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\SI_SCIPY_MILP_HIGHS;I_HIGHS_NATIVE;I_CVXPY;I_PYOMO;I_SCIP,\SS054;S005;S016;S021;S024;S025;S028,\Smedium,\S2026-07-13
\SPA030,\S割当・matching,\SM_GENETIC_ALGORITHM,\S遺伝的algorithm,\SMF_EVOLUTIONARY,\Sgenerally_unsuitable,\Savoid_as_default,\Sbinary,\Slinear,\Scombinatorial,\Sconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S評価予算と妥当な変数表現・境界・乱数管理。,\S問題の主要構造・変数型・保証要求と不整合。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_PYMOO;I_DEAP,\SS054;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPA030,\S割当・matching,\SM_HUNGARIAN,\SHungarian algorithm,\SMF_GRAPH_DP,\Sdefault_choice,\Sfirst_try,\Sbinary,\Slinear,\Scombinatorial,\Sconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S最適部分構造、network構造、または対応するgraph表現。,\S追加制約が専用構造を破壊;状態次元が巨大,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS054,\Shigh,\S2026-07-13
\SPA030,\S割当・matching,\SM_NETWORK_SIMPLEX,\Snetwork simplex,\SMF_GRAPH_DP,\Sstrongly_recommended,\Ssecond_try,\Sbinary,\Slinear,\Scombinatorial,\Sconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S最適部分構造、network構造、または対応するgraph表現。,\S追加制約が専用構造を破壊;状態次元が巨大,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS054,\Shigh,\S2026-07-13
\SPA030,\S割当・matching,\SM_SIMPLEX,\Sprimal simplex法,\SMF_LP_QP_CONIC,\Srecommended,\Sexpert_guidance_recommended,\Sbinary,\Slinear,\Scombinatorial,\Sconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Scheap,\Sdeterministic,\Sglobal_proof,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LINPROG_HIGHS;I_HIGHS_NATIVE;I_ORTOOLS_GLOP;I_GUROBI;I_CPLEX,\SS054;S004;S010;S012;S013;S014;S016;S055;S062,\Smedium,\S2026-07-13
\SPA031,\S配送routing,\SM_BRANCH_CUT,\Sbranch-and-cut,\SMF_DISCRETE_EXACT,\Srecommended,\Sexpert_guidance_recommended,\Sgraph,\Sdiscrete,\Scombinatorial,\Snonconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Smoderate,\Sdeterministic,\Sfeasible_only,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\SI_SCIPY_MILP_HIGHS;I_HIGHS_NATIVE;I_CVXPY;I_PYOMO;I_SCIP,\SS023;S024;S005;S016;S021;S025;S028,\Smedium,\S2026-07-13
\SPA031,\S配送routing,\SM_CP_SAT,\SCP-SAT,\SMF_CONSTRAINT_PROGRAMMING,\Sstrongly_recommended,\Ssecond_try,\Sgraph,\Sdiscrete,\Scombinatorial,\Snonconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Smoderate,\Sdeterministic,\Sfeasible_only,\S有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,\S本質的に連続滑らか;実数精度を整数scaleで表せない,\S保証の種類と実装statusを個別確認。,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\SI_ORTOOLS_CPSAT;I_MINIZINC,\SS023;S024;S022;S053;S079,\Shigh,\S2026-07-13
\SPA031,\S配送routing,\SM_DYNAMIC_PROGRAMMING,\S動的計画法,\SMF_GRAPH_DP,\Sconditional,\Sexpert_guidance_recommended,\Sgraph,\Sdiscrete,\Scombinatorial,\Snonconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Smoderate,\Sdeterministic,\Sfeasible_only,\S最適部分構造、network構造、または対応するgraph表現。,\S追加制約が専用構造を破壊;状態次元が巨大,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS023;S024;S054,\Smedium,\S2026-07-13
\SPA031,\S配送routing,\SM_GENETIC_ALGORITHM,\S遺伝的algorithm,\SMF_EVOLUTIONARY,\Sgenerally_unsuitable,\Savoid_as_default,\Sgraph,\Sdiscrete,\Scombinatorial,\Snonconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Smoderate,\Sdeterministic,\Sfeasible_only,\S評価予算と妥当な変数表現・境界・乱数管理。,\S問題の主要構造・変数型・保証要求と不整合。,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_PYMOO;I_DEAP,\SS023;S024;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPA031,\S配送routing,\SM_LOCAL_SEARCH_COMBINATORIAL,\S組合せlocal search,\SMF_GRAPH_DP,\Sdefault_choice,\Sfirst_try,\Sgraph,\Sdiscrete,\Scombinatorial,\Snonconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Smoderate,\Sdeterministic,\Sfeasible_only,\S最適部分構造、network構造、または対応するgraph表現。,\S追加制約が専用構造を破壊;状態次元が巨大,\S保証の種類と実装statusを個別確認。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_ORTOOLS_ROUTING,\SS023;S024;S054,\Shigh,\S2026-07-13
\SPA032,\Sknapsack・set cover,\SM_BRANCH_CUT,\Sbranch-and-cut,\SMF_DISCRETE_EXACT,\Sdefault_choice,\Sfirst_try,\Sbinary,\Slinear,\Scombinatorial,\Snonconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Scheap,\Sdeterministic,\Soptimality_gap,\S有限離散領域、妥当な定式化、solverが扱える連続緩和。,\Snoiseを含むblack-box;曖昧なlogic;巨大Big-M,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\SI_SCIPY_MILP_HIGHS;I_HIGHS_NATIVE;I_CVXPY;I_PYOMO;I_SCIP,\SS021;S022;S005;S016;S024;S025;S028,\Shigh,\S2026-07-13
\SPA032,\Sknapsack・set cover,\SM_CP_SAT,\SCP-SAT,\SMF_CONSTRAINT_PROGRAMMING,\Srecommended,\Sexpert_guidance_recommended,\Sbinary,\Slinear,\Scombinatorial,\Snonconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Scheap,\Sdeterministic,\Soptimality_gap,\S有限domainと強い制約表現。整数化・時間離散化の意味が妥当。,\S本質的に連続滑らか;実数精度を整数scaleで表せない,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\S反復数ではなくnode/conflict、incumbent、bound、time、memoryを追跡。,\SI_ORTOOLS_CPSAT;I_MINIZINC,\SS021;S022;S053;S079,\Smedium,\S2026-07-13
\SPA032,\Sknapsack・set cover,\SM_DYNAMIC_PROGRAMMING,\S動的計画法,\SMF_GRAPH_DP,\Sstrongly_recommended,\Ssecond_try,\Sbinary,\Slinear,\Scombinatorial,\Snonconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Scheap,\Sdeterministic,\Soptimality_gap,\S最適部分構造、network構造、または対応するgraph表現。,\S追加制約が専用構造を破壊;状態次元が巨大,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS021;S022;S054,\Shigh,\S2026-07-13
\SPA032,\Sknapsack・set cover,\SM_GENETIC_ALGORITHM,\S遺伝的algorithm,\SMF_EVOLUTIONARY,\Sgenerally_unsuitable,\Savoid_as_default,\Sbinary,\Slinear,\Scombinatorial,\Snonconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Scheap,\Sdeterministic,\Soptimality_gap,\S評価予算と妥当な変数表現・境界・乱数管理。,\S問題の主要構造・変数型・保証要求と不整合。,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_PYMOO;I_DEAP,\SS021;S022;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPA032,\Sknapsack・set cover,\SM_LOCAL_SEARCH_COMBINATORIAL,\S組合せlocal search,\SMF_GRAPH_DP,\Sconditional,\Sexpert_guidance_recommended,\Sbinary,\Slinear,\Scombinatorial,\Snonconvex,\Sdiscrete_valued,\Snot_differentiable,\Shigh,\Scheap,\Sdeterministic,\Soptimality_gap,\S最適部分構造、network構造、または対応するgraph表現。,\S追加制約が専用構造を破壊;状態次元が巨大,\S要求される大域証明/gapをこの手法単独では満たさない。候補解生成またはupper bound用途に限定。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_ORTOOLS_ROUTING,\SS021;S022;S054;S023,\Smedium,\S2026-07-13
\SPA033,\S非線形最小二乗,\SM_BFGS,\SBFGS法,\SMF_SMOOTH_LOCAL,\Sconditional,\Sexpert_guidance_recommended,\Scontinuous,\Ssum_of_squares,\Sbounds,\Snonconvex,\Ssmooth,\Sjacobian,\Smedium,\Smoderate,\Sdeterministic,\Slocal_stationary,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\S不連続;評価ノイズが勾配を支配;離散変数,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_BFGS;I_OPTIMJL,\SS003;S041;S002;S056;S057,\Smedium,\S2026-07-13
\SPA033,\S非線形最小二乗,\SM_GAUSS_NEWTON,\SGauss–Newton法,\SMF_TRUST_REGION,\Sstrongly_recommended,\Ssecond_try,\Scontinuous,\Ssum_of_squares,\Sbounds,\Snonconvex,\Ssmooth,\Sjacobian,\Smedium,\Smoderate,\Sdeterministic,\Slocal_stationary,\S局所モデルと微分情報が利用可能。,\S不連続;強いノイズ;微分不能,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LEAST_SQUARES_TRF;I_CERES;I_JAXOPT,\SS003;S041;S002;S056,\Shigh,\S2026-07-13
\SPA033,\S非線形最小二乗,\SM_LEVENBERG_MARQUARDT,\SLevenberg–Marquardt法,\SMF_TRUST_REGION,\Sdefault_choice,\Sfirst_try,\Scontinuous,\Ssum_of_squares,\Sbounds,\Snonconvex,\Ssmooth,\Sjacobian,\Smedium,\Smoderate,\Sdeterministic,\Slocal_stationary,\S局所モデルと微分情報が利用可能。,\S不連続;強いノイズ;微分不能,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LEAST_SQUARES_LM;I_CERES,\SS003;S041;S002;S056,\Shigh,\S2026-07-13
\SPA033,\S非線形最小二乗,\SM_NELDER_MEAD,\SNelder–Mead単体法,\SMF_DFO_LOCAL,\Sgenerally_unsuitable,\Savoid_as_default,\Scontinuous,\Ssum_of_squares,\Sbounds,\Snonconvex,\Ssmooth,\Sjacobian,\Smedium,\Smoderate,\Sdeterministic,\Slocal_stationary,\S評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,\S問題の主要構造・変数型・保証要求と不整合。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_NELDER_MEAD;I_NLOPT;I_OPTIMJL,\SS003;S041;S002;S018;S031;S060;S063,\Smedium,\S2026-07-13
\SPA033,\S非線形最小二乗,\SM_TRUST_KRYLOV,\Strust-krylov,\SMF_TRUST_REGION,\Srecommended,\Sexpert_guidance_recommended,\Scontinuous,\Ssum_of_squares,\Sbounds,\Snonconvex,\Ssmooth,\Sjacobian,\Smedium,\Smoderate,\Sdeterministic,\Slocal_stationary,\S局所モデルと微分情報が利用可能。,\S不連続;強いノイズ;微分不能,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_TRUST_CONSTR;I_SCIPY_LEAST_SQUARES_TRF;I_CERES,\SS003;S041;S002;S056,\Smedium,\S2026-07-13
\SPA034,\S外れ値を含むrobust regression,\SM_BUNDLE,\Sbundle法,\SMF_COMPOSITE_CONVEX,\Srecommended,\Sexpert_guidance_recommended,\Scontinuous,\Ssum_of_squares,\Sbounds,\Sconvex,\Spiecewise_smooth,\Sjacobian,\Smedium,\Smoderate,\Ssmall_noise,\Sconvex_global,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非凸で証明必須;prox/射影が高価;離散変数,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS003;S041;S055;S061;S066;S067;S056,\Smedium,\S2026-07-13
\SPA034,\S外れ値を含むrobust regression,\SM_CMA_ES,\SCMA-ES,\SMF_EVOLUTIONARY,\Sgenerally_unsuitable,\Savoid_as_default,\Scontinuous,\Ssum_of_squares,\Sbounds,\Sconvex,\Spiecewise_smooth,\Sjacobian,\Smedium,\Smoderate,\Ssmall_noise,\Sconvex_global,\S評価予算と妥当な変数表現・境界・乱数管理。,\S問題の主要構造・変数型・保証要求と不整合。,\S大域的に探索するが有限予算の最適性証明ではない。seed/再実行/下界比較が必要。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_PYCMA;I_NEVERGRAD,\SS003;S041;S032;S033;S040;S058;S074,\Smedium,\S2026-07-13
\SPA034,\S外れ値を含むrobust regression,\SM_GAUSS_NEWTON,\SGauss–Newton法,\SMF_TRUST_REGION,\Sdefault_choice,\Sfirst_try,\Scontinuous,\Ssum_of_squares,\Sbounds,\Sconvex,\Spiecewise_smooth,\Sjacobian,\Smedium,\Smoderate,\Ssmall_noise,\Sconvex_global,\S局所モデルと微分情報が利用可能。,\S不連続;強いノイズ;微分不能,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LEAST_SQUARES_TRF;I_CERES;I_JAXOPT,\SS003;S041;S002;S056,\Shigh,\S2026-07-13
\SPA034,\S外れ値を含むrobust regression,\SM_LEVENBERG_MARQUARDT,\SLevenberg–Marquardt法,\SMF_TRUST_REGION,\Sstrongly_recommended,\Ssecond_try,\Scontinuous,\Ssum_of_squares,\Sbounds,\Sconvex,\Spiecewise_smooth,\Sjacobian,\Smedium,\Smoderate,\Ssmall_noise,\Sconvex_global,\S局所モデルと微分情報が利用可能。,\S不連続;強いノイズ;微分不能,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_LEAST_SQUARES_LM;I_CERES,\SS003;S041;S002;S056,\Shigh,\S2026-07-13
\SPA034,\S外れ値を含むrobust regression,\SM_PROX_GRADIENT,\S近接勾配法,\SMF_COMPOSITE_CONVEX,\Sconditional,\Sexpert_guidance_recommended,\Scontinuous,\Ssum_of_squares,\Sbounds,\Sconvex,\Spiecewise_smooth,\Sjacobian,\Smedium,\Smoderate,\Ssmall_noise,\Sconvex_global,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非凸で証明必須;prox/射影が高価;離散変数,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_JAXOPT,\SS003;S041;S055;S061;S066;S067,\Smedium,\S2026-07-13
\SPA035,\SL1・sparse regularization,\SM_ADMM,\S交互方向乗数法,\SMF_COMPOSITE_CONVEX,\Sconditional,\Sexpert_guidance_recommended,\Scontinuous,\Scomposite,\Sunconstrained,\Sconvex,\Snonsmooth,\Ssubgradient,\Svery_high,\Scheap,\Sdeterministic,\Sconvex_global,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非凸で証明必須;prox/射影が高価;離散変数,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCS,\SS055;S066;S067;S061,\Smedium,\S2026-07-13
\SPA035,\SL1・sparse regularization,\SM_COORDINATE_DESCENT,\S座標降下法,\SMF_COMPOSITE_CONVEX,\Srecommended,\Sexpert_guidance_recommended,\Scontinuous,\Scomposite,\Sunconstrained,\Sconvex,\Snonsmooth,\Ssubgradient,\Svery_high,\Scheap,\Sdeterministic,\Sconvex_global,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非凸で証明必須;prox/射影が高価;離散変数,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS055;S066;S067;S061;S056,\Smedium,\S2026-07-13
\SPA035,\SL1・sparse regularization,\SM_FISTA,\SFISTA,\SMF_COMPOSITE_CONVEX,\Sstrongly_recommended,\Ssecond_try,\Scontinuous,\Scomposite,\Sunconstrained,\Sconvex,\Snonsmooth,\Ssubgradient,\Svery_high,\Scheap,\Sdeterministic,\Sconvex_global,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非凸で証明必須;prox/射影が高価;離散変数,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS055;S066;S067;S061,\Shigh,\S2026-07-13
\SPA035,\SL1・sparse regularization,\SM_PROX_GRADIENT,\S近接勾配法,\SMF_COMPOSITE_CONVEX,\Sdefault_choice,\Sfirst_try,\Scontinuous,\Scomposite,\Sunconstrained,\Sconvex,\Snonsmooth,\Ssubgradient,\Svery_high,\Scheap,\Sdeterministic,\Sconvex_global,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非凸で証明必須;prox/射影が高価;離散変数,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_JAXOPT,\SS055;S066;S067;S061,\Shigh,\S2026-07-13
\SPA035,\SL1・sparse regularization,\SM_SUBGRADIENT,\S劣勾配法,\SMF_COMPOSITE_CONVEX,\Sgenerally_unsuitable,\Savoid_as_default,\Scontinuous,\Scomposite,\Sunconstrained,\Sconvex,\Snonsmooth,\Ssubgradient,\Svery_high,\Scheap,\Sdeterministic,\Sconvex_global,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S問題の主要構造・変数型・保証要求と不整合。,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS055;S066;S067;S061,\Smedium,\S2026-07-13
\SPA036,\S単体上の最適化,\SM_INTERIOR_POINT_NLP,\SNLP内点法,\SMF_CONSTRAINED_NLP,\Sconditional,\Sexpert_guidance_recommended,\Scontinuous,\Sgeneral_nonlinear,\Smanifold,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Slocal_stationary,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\S離散変数;不連続制約;強いノイズ,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_SCIPY_TRUST_CONSTR;I_IPOPT;I_PYOMO;I_KNITRO;I_CASADI,\SS055;S066;S017;S029;S030;S056;S064,\Smedium,\S2026-07-13
\SPA036,\S単体上の最適化,\SM_LBFGS,\SL-BFGS法,\SMF_SMOOTH_LOCAL,\Sgenerally_unsuitable,\Savoid_as_default,\Scontinuous,\Sgeneral_nonlinear,\Smanifold,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Slocal_stationary,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\S問題の主要構造・変数型・保証要求と不整合。,\S非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\SI_NLOPT;I_PETSC_TAO;I_JAXOPT;I_PYTORCH_OPTIM;I_OPTIMJL,\SS055;S066;S002;S056;S057;S065,\Smedium,\S2026-07-13
\SPA036,\S単体上の最適化,\SM_MIRROR_DESCENT,\Smirror descent,\SMF_COMPOSITE_CONVEX,\Sdefault_choice,\Sfirst_try,\Scontinuous,\Sgeneral_nonlinear,\Smanifold,\Sconvex,\Ssmooth,\Sanalytic_gradient,\Shigh,\Scheap,\Sdeterministic,\Slocal_stationary,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\S非凸で証明必須;prox/射影が高価;離散変数,\Sモデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,\S目的・制約・微分の各評価回数と総wall-clockを分けて記録。,\S,\SS055;S066;S061;S067,\Shigh,\S2026-07-13
