implementation_id,library_name,solver_name,api_name,method_selector,language,license,commercial_model,free_use_conditions,open_source,os_support,problem_formats,variable_support,constraint_support,analytic_derivatives,autodiff,numerical_diff,sparse_support,parallelism,gpu_support,warm_start,callback,termination_controls,initialization,constraint_violation_reporting,optimality_info,dual_variables,optimality_gap,sensitivity_info,status_codes,major_options,default_safety,documentation_quality,beginner_usability,maintenance_status,last_release,last_verified,official_docs_url,official_repo_url,usage_example,notes,supported_method_ids,implementation_differences,source_ids,confidence
\SI_SCIPY_LBFGSB,\SSciPy,\SL-BFGS-B,\Sscipy.optimize.minimize,\SL-BFGS-B,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Ssmooth bound-constrained,\Scontinuous,\Sbounds,\Syes,\Sno,\Syes,\Simplicit_low_memory,\Simplementation_dependent,\Sno,\Svia_initial_guess,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Shigh,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/optimize.html,\Shttps://github.com/scipy/scipy,"\Sscipy.optimize.minimize(..., method='L-BFGS-B')",\S高次元bounds付きの有力候補。変数scale、finite-difference step、projected gradientを確認。,\SM_LBFGSB,\S,\SS001;S002;S065;S082,\Shigh
\SI_SCIPY_LEAST_SQUARES_LM,\SSciPy,\SLevenberg-Marquardt,\Sscipy.optimize.least_squares,\Slm,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Ssmall unconstrained nonlinear least squares,\Scontinuous,\Sunconstrained,\Syes,\Sno,\Syes,\Sno,\Simplementation_dependent,\Sno,\Svia_initial_guess,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Spartial,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Shigh,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/generated/scipy.optimize.least_squares.html,\Shttps://github.com/scipy/scipy,"\Sscipy.optimize.least_squares(..., method='lm')",\Sbounds非対応。残差数・変数数、rank deficiency、Jacobian品質を確認。,\SM_LEVENBERG_MARQUARDT,\S,\SS003;S082,\Shigh
\SI_SCIPY_LEAST_SQUARES_TRF,\SSciPy,\STrust Region Reflective,\Sscipy.optimize.least_squares,\Strf,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Snonlinear least squares,\Scontinuous,\Sbounds,\Syes,\Sno,\Syes,\Syes,\Simplementation_dependent,\Sno,\Svia_initial_guess,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Spartial,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sgood_for_structure,\Shigh,\Shigh,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/generated/scipy.optimize.least_squares.html,\Shttps://github.com/scipy/scipy,"\Sscipy.optimize.least_squares(..., method='trf')",\Sresidual vectorとJacobian sparsityを直接渡す。robust lossも選択可能。,\SM_GAUSS_NEWTON;M_TRUST_KRYLOV,\S,\SS003;S082,\Shigh
\SI_SCIPY_LINPROG_HIGHS,\SSciPy/HiGHS,\SHiGHS LP,\Sscipy.optimize.linprog,\Shighs;highs-ds;highs-ipm,\SPython,\SBSD-3-Clause + MIT backend,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\SLP,\Scontinuous,\Sbounds;linear equalities/inequalities,\Snot_applicable,\Sno,\Snot_applicable,\Syes,\Sbackend_dependent,\Sno,\Slimited_api,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Syes,\Syes,\Spartial,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sgood,\Shigh,\Shigh,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/generated/scipy.optimize.linprog.html,\Shttps://github.com/scipy/scipy,"\Sscipy.optimize.linprog(..., method='highs;highs-ds;highs-ipm')",\SLPは一般minimizeでなくlinprog/HiGHSを優先。marginals・status・residualを確認。 Bundled HiGHS backend version follows the SciPy distribution; do not equate it automatically with the latest standalone HiGHS.,\SM_SIMPLEX;M_DUAL_SIMPLEX;M_BARRIER_LP_QP,\S,\SS004;S016;S082,\Shigh
\SI_SCIPY_MILP_HIGHS,\SSciPy/HiGHS,\SHiGHS MIP,\Sscipy.optimize.milp,\SHiGHS,\SPython,\SBSD-3-Clause + MIT backend,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\SMILP,\Scontinuous;integer;binary,\Sbounds;linear,\Snot_applicable,\Sno,\Snot_applicable,\Syes,\Sbackend_dependent,\Sno,\Slimited_api,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Spartial_relaxation,\Syes,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sgood,\Shigh,\Shigh,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/generated/scipy.optimize.milp.html,\Shttps://github.com/scipy/scipy,"\Sscipy.optimize.milp(..., method='HiGHS')",\Sintegrality・MIP gap・time/node limitを明示。Big-Mとrelaxation品質を診断。 Bundled HiGHS backend version follows the SciPy distribution; do not equate it automatically with the latest standalone HiGHS.,\SM_BRANCH_CUT;M_BRANCH_BOUND,\S,\SS005;S016;S082,\Shigh
\SI_SCIPY_NELDER_MEAD,\SSciPy,\SNelder-Mead,\Sscipy.optimize.minimize,\SNelder-Mead,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Slocal derivative-free,\Scontinuous,\Sunconstrained;bounds_clipping,\Sno,\Sno,\Sno,\Sno,\Simplementation_dependent,\Sno,\Simplementation_dependent,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Shigh,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/optimize.html,\Shttps://github.com/scipy/scipy,"\Sscipy.optimize.minimize(..., method='Nelder-Mead')",\S低次元・安価評価向け。boundsは厳密な制約最適化と同等ではなく、単体退化とscaleに注意。,\SM_NELDER_MEAD,\S,\SS001;S002;S063;S082,\Shigh
\SI_SCIPY_POWELL,\SSciPy,\SPowell,\Sscipy.optimize.minimize,\SPowell,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Slocal derivative-free,\Scontinuous,\Sunconstrained;bounds,\Sno,\Sno,\Sno,\Sno,\Simplementation_dependent,\Sno,\Simplementation_dependent,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Shigh,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/optimize.html,\Shttps://github.com/scipy/scipy,"\Sscipy.optimize.minimize(..., method='Powell')",\S,\SM_POWELL,\S,\SS001;S002;S082,\Shigh
\SI_SCIPY_SHGO,\SSciPy,\SSHGO,\Sscipy.optimize.shgo,\S,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sbounded low-dimensional global optimization,\Scontinuous,\Sbounds;constraints,\Soptional_local_solver,\Sno,\Simplementation_dependent,\Sno,\Slimited,\Sno,\Simplementation_dependent,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Smethod_specific,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/generated/scipy.optimize.shgo.html,\Shttps://github.com/scipy/scipy,\Sscipy.optimize.shgo(...),\S,\SM_SHGO,\S,\SS007;S072;S082,\Shigh
\SI_SCIPY_SLSQP,\SSciPy,\SSLSQP,\Sscipy.optimize.minimize,\SSLSQP,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Ssmall/medium smooth constrained NLP,\Scontinuous,\Sbounds;linear;nonlinear,\Syes,\Sno,\Syes,\Sno,\Simplementation_dependent,\Sno,\Svia_initial_guess,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Spartial,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Shigh,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/optimize.html,\Shttps://github.com/scipy/scipy,"\Sscipy.optimize.minimize(..., method='SLSQP')",\S中小規模の便利な候補だが、status成功だけでなく最終constraint violationを再計算する。,\SM_SLSQP,\S,\SS001;S002;S064;S082,\Shigh
\SI_SCIPY_TRUST_CONSTR,\SSciPy,\Strust-constr,\Sscipy.optimize.minimize,\Strust-constr,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Ssmooth constrained NLP,\Scontinuous,\Sbounds;linear;nonlinear,\Syes,\Sno,\Syes,\Syes,\Simplementation_dependent,\Sno,\Svia_initial_guess,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Syes,\Sno,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\SSciPy 1.18.0,\S2026-07-13,\Shttps://docs.scipy.org/doc/scipy/reference/optimize.html,\Shttps://github.com/scipy/scipy,"\Sscipy.optimize.minimize(..., method='trust-constr')",\S非線形制約でJacobian/Hessian/HVP・sparse構造を指定可能。微分整合性とconstraint scalingが重要。,\SM_INTERIOR_POINT_NLP;M_TRUST_KRYLOV;M_SQP,\S,\SS001;S002;S082,\Shigh
\SI_SCS,\SSCS,\SSplitting Conic Solver,\Sscs.solve / native APIs,\S,\SPython;C;Julia;Matlab;others,\SMIT,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Sconic programs,\Scontinuous;cone variables,\Slinear cone constraints,\Snot_applicable,\Sno,\Snot_applicable,\Syes,\Slinear_algebra_backend,\Soptional_indirect_backend_by_build,\Syes,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Syes,\Syes,\Sno,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\S3.2.11 (docs observed),\S2026-07-13,\Shttps://www.cvxgrp.org/scs/,\Shttps://github.com/cvxgrp/scs,\Sscs.solve / native APIs(...),\S一次法。非常に大規模/中精度に有力だが、status inaccurateとresidualを確認。,\SM_ADMM;M_PRIMAL_DUAL_CONIC,\S,\SS013,\Shigh
\SI_SMAC3,\SSMAC3,\SSMAC,\Ssmac.HyperparameterOptimizationFacade,\S,\SPython,\SBSD-3-Clause,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\Salgorithm configuration and HPO,\Scontinuous;integer;categorical;conditional,\Sforbidden configurations;crash/cost handling,\Sno,\Sno,\Sno,\Snot_applicable,\Sdistributed_workers,\Sno,\Syes_runhistory,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Smodel_diagnostics,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Smedium,\Sactive_docs_verified,\Sunknown,\S2026-07-13,\Shttps://automl.github.io/SMAC3/latest/,\Shttps://github.com/automl/SMAC3,\Ssmac.HyperparameterOptimizationFacade(...),\Sscenario、intensifier、runhistory、budget/fidelityを明示。,\SM_SMAC_RF;M_RANDOM_SEARCH,\S,\SS037,\Shigh
\SI_SNOPT,\SSNOPT,\SSNOPT,\Ssnopt interfaces,\S,\SFortran;C/C++;Python/Matlab wrappers,\SProprietary,\Scommercial,\SLicense required; academic terms may exist.,\Sno,\Scross_platform,\Slarge sparse smooth NLP,\Scontinuous,\Sbounds;linear;nonlinear,\Syes,\Sexternal,\Syes_by_interface,\Syes,\Slimited,\Sno,\Syes_basis_and_states,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Syes,\SKKT_not_global,\Slimited,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sexpert_configuration,\Shigh,\Sexpert,\Sactive_docs_verified,\Sunknown,\S2026-07-13,\Shttps://ccom.ucsd.edu/~optimizers/solvers/snopt/,\S,\Ssnopt interfaces(...),\S疎SQP。derivative option・major/minor iterations・feasibility tolerancesを理解して使用。,\SM_SQP,\S,\SS030,\Shigh
\SI_TENSORFLOW_OPTIM,\STensorFlow/Keras,\SKeras optimizers,\Stf.keras.optimizers.*,\S,\SPython;C++ backend,\SApache-2.0,\Sopen_source,\SOpen-source license terms apply.,\Syes,\Scross_platform,\SML training optimizers,\Scontinuous tensors/model variables,\Susually unconstrained;constraints via model/layers,\Syes_GradientTape,\Syes,\Sno,\Spartial_optimizer_dependent,\SGPU/TPU/distributed strategies,\Syes,\Syes_checkpoint,\Simplementation_dependent,\Stolerance;iteration_limit;time_or_evaluation_limit_by_api,\Sinitial_guess_or_model_dependent,\Syes,\Syes,\Sno,\Sno,\Sautodiff,\Syes,\Stolerances;limits;scaling;verbosity;method_specific_options,\Sconditional,\Shigh,\Shigh,\Sactive_docs_verified,\Sunknown,\S2026-07-13,\Shttps://www.tensorflow.org/api_docs/python/tf/keras/optimizers,\Shttps://github.com/tensorflow/tensorflow,\Stf.keras.optimizers.*(...),\S,\SM_SGD;M_MOMENTUM_SGD;M_ADAM;M_ADAMW,\S,\SS049,\Shigh
